Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual,HALF1,HALF2
1965,0.3,0.6,0.3,0.6,0.6,0.9,1.6,1.2,1.5,1.5,1.2,1.2,,,
1966,0.9,1.5,1.8,1.8,1.8,1.5,2.4,2.1,2.1,2.1,2.1,2.1,,,
1967,0.9,1.2,0.6,0.3,0.6,0.9,1.5,1.2,1.5,1.7,1.7,1.7,,,
1968,1.4,1.7,2,2,2,2.3,2.8,3.1,3.1,3.4,3.4,3.1,,,
1969,3,2.5,3,3,3,3.5,3.2,3.2,2.9,2.9,2.9,3.1,,,
1970,3.6,4.4,4.1,4.4,4.6,4.3,3.8,3,3.2,2.9,2.7,2.7,,,
1971,2.7,3.1,3.1,2.9,3.1,3.1,3.5,2.8,2.3,2.3,1.8,1.6,,,
1972,1.4,2.1,2.3,2.3,2.5,2.3,2.2,1.8,2.2,2.2,2,2,,,
1973,1.8,2.4,2.6,3.3,3.7,4.1,4.1,4.9,4.2,4,4.6,5,,,
1974,5.4,5.3,6.1,5.5,5.6,5.3,5.1,5.2,5.2,6.1,5.5,5.3,,,
1975,4.9,4.1,2.9,2.2,2,2,2.9,2.5,3.7,3.9,4.4,4.4,,,
1976,3.6,3.6,2.7,2.6,2,2.2,2.3,2.3,2.7,2.7,2.3,2.1,,,
1977,2.1,2.6,2.4,2.6,3.2,3.5,3.4,2.9,2.4,2.2,2,1.4,,,
1978,1.9,1.9,2.6,3.1,3.2,4.1,3.7,3.6,3.5,3.6,3.3,2.5,,,
1979,3.1,3.8,3.8,4,4.7,5.5,5.4,4.9,5.6,5.5,5.2,4.9,,,
1980,5.7,5.9,6.1,5.9,5.9,6.5,5.6,5.6,4.5,4.3,4.3,4.1,,,
1981,4.5,4.9,5,5,5,4.7,5.2,4.8,5.9,5,4.3,3.6,,,
1982,2.3,1.6,-0.5,0.1,1.2,3.2,3.2,3.4,5,6,4.7,1.9,,,
1983,2,1.8,1,0.7,1.3,2.3,2.2,2.1,3,2.2,2.3,2.1,,,
1984,2.8,3.3,2.7,2.8,2.4,2.5,1.9,2,2.4,1.9,2.3,2.1,,,2.1
1985,1.8,1.7,1.2,1.7,1.5,1.7,1.6,1.8,2,1.8,2.4,2.5,,1.6,2
1986,3.1,2.1,1.7,1.3,0.2,0.6,0.6,1.1,1.3,2,2.2,1.9,,1.5,1.5
1987,2,2.3,2.5,2.8,3.5,3.5,2.8,3.1,3.5,3.1,2.7,2.4,,2.7,3
1988,2.9,1.9,1.4,2,1.8,2.1,1.9,2.6,3.7,2.9,2.6,2.4,,2,2.6
1989,2.8,2.7,2.3,2.6,3.4,3.6,2.8,2.6,2.6,2.5,2.3,2.1,,3,2.5
1990,3.4,3.4,3.3,3.4,3,2.9,2.4,3.5,3.1,3.1,3.1,3.3,,3.2,3.2
1991,3.3,2.6,1.8,1.5,1.8,2.1,1.5,1.3,1.7,1.4,1.8,1.4,,2.1,1.5
1992,1.4,1.8,2.3,2.4,1.6,2,1.8,1.9,1.5,1.9,2.2,1.6,,1.9,1.8
1993,2.1,1.9,1.8,1.2,1.1,1.5,0.8,1.1,0.8,1,1,0.9,,1.6,0.9
1994,1.1,1.4,1.7,1.4,1.2,1.4,1.4,1.1,0.7,1.1,1.3,0.7,,1.4,1
1995,1.1,0.8,1.2,1.2,1.5,2.1,1.5,1.6,1.4,1.4,1.2,0.9,,1.3,1.3
1996,1.5,1.8,2,1.5,1.6,1.7,1.2,0.9,1,1.3,1.2,1.2,,1.7,1.1
1997,1.4,1.7,1.5,1.2,0.9,1.1,1,0.4,0.6,1.2,1.2,0.9,,1.3,0.9
1998,0.8,1.1,0.8,0.4,0.6,0.7,0.9,0.9,0.8,1,1,0.9,,0.7,0.9
1999,0.8,0.5,0.6,0.7,0.8,1.2,1.3,1.4,1.5,1.6,1.5,1,,0.8,1.4
2000,1.2,1.6,1.9,1.4,1.5,1.9,2,1.4,1.6,1.8,1.8,1.2,,1.6,1.7
2001,1.1,1.2,1.1,1.1,1.5,2.2,1.6,1.5,0.9,0.6,0.3,-0.5,,1.4,0.7
2002,0.4,1,1.6,2.1,1.9,2.2,1.9,1.7,1.2,1,1,0.8,,1.5,1.3
2003,1.4,1.6,2,1.5,1.8,2,1.5,1.5,1.3,1.7,1.3,1.2,,1.7,1.4
2004,1.1,1,1.9,2,2.5,3.4,2.8,2.3,1.2,1.6,1.4,0.4,,2,1.6
2005,1.3,1.6,3.2,2.5,2,1.9,2.1,2.5,1.6,1.9,1.8,1.7,,2.1,1.9
2006,1.6,1.1,1.1,1.7,2.9,3.9,3.3,3.6,2.2,0.7,-0.3,-0.6,,2,1.4
2007,-0.6,-0.5,0.7,1.8,2.8,3.1,3.1,2.4,1.7,1.2,1,0.5,,1.3,1.6
2008,0.5,1.2,2.1,2.3,2.9,4,4.5,4.1,3,2,-0.7,-2.3,,2.2,1.7
2009,-2.9,-2.4,-2.1,-1.2,0.6,1.8,1.8,1.5,1.5,1.2,1.2,0.5,,-1,1.3
2010,0.6,0.2,0.6,0.9,1,1,0.9,1.1,0.6,0.6,0.4,0.4,,0.7,0.7
2011,0.6,0.9,1.7,1.9,2.5,2.7,2.7,2.6,2,1.4,0.5,-0.1,,1.7,1.5
2012,0.1,0.1,0.5,0.9,1.3,1.7,1.1,1.3,1.1,0.8,0.6,0.5,,0.8,0.9
2013,1.1,1.1,0.8,0.7,0.8,1.3,1,0.6,0.7,0.4,0.4,0.1,,1,0.5
2014,0.9,0.5,0.6,1.1,1.5,1.6,0.7,0.8,0.4,0.2,-0.7,-1.3,,1,0
2015,-1.2,-0.7,-0.5,-0.2,0.6,1.3,1.1,0.8,0.9,0.6,0,-0.6,,-0.1,0.5
2016,-0.3,-0.2,-0.1,0.4,0.9,1.5,1.3,1.3,1.2,0.8,0.7,0.6,,0.4,1
2017,1.2,1.3,1.1,1.2,1.1,1.2,0.4,0.4,0.9,0.6,0.4,0.3,,1.2,0.5
2018,1,1.3,0.8,1.3,1.7,1.7,1.2,0.8,1.2,0.8,0.2,-0.1,,1.3,0.7
2019,0.4,0.5,0.4,0.9,1.3,1.8,1.3,1.3,1,0.7,0.5,0.4,,0.9,0.9
2020,1.1,1.1,0.9,0.5,0.9,0.9,0.6,0.3,0.9,1.2,0.4,0.7,,0.9,0.7
2021,0.7,1.1,1,1.9,2.7,3.3,2.8,2.6,2.8,2.4,2.2,1,,1.8,2.3
2022,2.3,2.5,3.2,3.8,4,5.6,4.1,4,2.9,2.1,1.9,0.7,,3.6,2.6
2023,1.8,1.9,1.6,1.6,1.6,1.8,1.4,1.6,2.1,1.9,1.4,1.1,,1.7,1.6
2024,1.7,1.3,1.3,1.8,2.5,3.1,2.3,2.4,2.4,2.1,1.8,1.1,,2,2
2025,1.6,1.7,1.4,1.7,1.6,,,,,,,,,,
