Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual,HALF1,HALF2
1919,,,,,,1.8,,,,,,12.9,,,
1920,,,,,,8.3,,,,,,-6.7,,,
1922,,,-3.9,,,-3.9,,,0,,,1.2,,,
1923,,,1.2,,,0,,,1.7,,,2.3,,,
1924,,,-1.1,,,-2.2,,,0,,,1.7,,,
1925,,,,,,0,,,,,,4.5,,,
1926,,,,,,-2.2,,,,,,0,,,
1927,,,,,,-0.6,,,,,,0.6,,,
1928,,,,,,-2.2,,,,,,0.6,,,
1929,,,,,,0,,,,,,0.6,,,
1930,,,,,,-2.8,,,,,,-2.3,,,
1931,,,,,,-5.9,,,,,,-3.8,,,
1932,,,,,,-4.5,,,,,,-3.4,,,
1933,,,,,,-3.5,,,,,,2.2,,,
1934,,,,,,2.1,,,,,,,,,
1936,2.1,,,0,,,-0.7,,,,,,,,
1937,,,0.7,,,2.1,,,2.7,,,1.4,,,
1938,,,-4.6,,,-3.3,,,0.7,,,0.7,,,
1939,,,-0.7,,,-2.1,,,2.1,,,2.1,,,
1940,,,-0.7,,,1.4,,,0,,,-0.7,,,
1941,,,0.7,2.1,2,3.4,4.1,4.1,5.4,5.4,5.3,3.9,,,
1942,5.2,5.2,4.5,4.5,4.4,5.7,4.3,4.3,3.7,4.3,4.8,4.2,,,
1943,4.2,3.6,5.3,4.7,4.6,4,3.4,2.3,1.7,1.7,0.6,0.6,,,
1944,0.6,1.1,0.6,0.5,1.1,1.1,1.6,2.2,1.6,1.1,1.1,1.1,,,
1945,0.5,0.5,0,0.5,0.5,1.6,2.7,2.2,2.2,1.6,1.6,1.1,,,
1946,0.5,1.1,2.1,3.2,3.2,3.7,9.4,10.9,13,14.4,14.8,14.6,,,
1947,7.6,5.6,5.5,2.7,0.9,0.9,1.8,3.1,2.6,3.1,5.3,5.2,,,
1948,6.1,4.7,1.7,3.4,2.5,2.5,3.3,4.1,5.4,2.9,2,0,,,
1949,-2,-3.6,-3.2,-2,-2,-0.8,-0.8,0.4,0.4,-1.2,-0.8,-1.2,,,
1950,-2,-1.6,-2,-0.4,-0.4,0.4,2.9,2.5,3.7,3.7,4.5,5.3,,,
1951,4.9,6.5,5.2,4.8,4.7,2.7,1.9,0.4,1.1,1.5,1.1,1.9,,,
1952,1.5,1.1,0,0,-0.4,-0.4,1.1,1.5,1.9,1.5,1.9,1.1,,,
1953,-0.7,-1.1,-1.1,-1.1,-1.5,0,0.7,1.5,1.9,1.9,1.5,1.1,,,
1954,0.7,0,-0.7,-0.4,0,-0.4,0,0.4,0.4,0,0,-0.4,,,
1955,-0.7,-0.4,-0.4,-0.4,-0.7,-0.4,-0.4,-0.7,0.4,0,0.7,0,,,
1956,0.4,0.4,-0.4,0,0.4,1.5,1.8,1.8,2.6,3,2.2,1.8,,,
1957,1.1,1.4,0.7,1.1,1.4,1.8,2.5,2.1,1.8,1.4,1.1,0.7,,,
1958,1.4,1.4,2.5,2.1,2.1,2.1,0.7,0.7,0.3,0.3,0.7,0.3,,,
1959,0.7,0.7,0.3,0.3,0,1,1.4,1,1.4,1.7,2,1.4,,,
1960,0.7,1,0.7,0.7,0.3,0.3,0.3,0.7,1,1,1.3,1.3,,,
1961,1,0.7,0.3,-0.3,-0.7,-0.7,0.3,0.3,0.7,1,1,1,,,
1962,0.7,1,0.7,0.7,0.3,0.7,0.7,0.6,1.3,1.3,1.3,1,,,
1963,1,1,0.3,0.6,0.6,1.6,1.9,1.6,1.6,1.3,1.9,1.3,,,
1964,0.3,0.6,0.6,0.6,0.3,0,0.6,0.3,0.6,0.6,0.9,0.9,,,
