Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual,HALF1,HALF2
2009,,-1.4,,-0.9,,3.3,,1.6,,1,,-0.6,,-0.2,1
2010,,0.2,,0.7,,1.7,,0.8,,0.2,,-0.2,,0.7,0.4
2011,,0.9,,2.6,,2.6,,2,,0.5,,0.3,,1.8,1.1
2012,,1,,1.6,,2.3,,1.8,,1.6,,-0.1,,1.4,1.3
2013,,0.6,,0.8,,2.7,,1.4,,0.8,,-0.1,,1.1,0.9
2014,,1,,2,,3.1,,1.9,,1.2,,-0.4,,1.8,1.2
2015,,0.6,,1.2,,2.7,,2,,1.3,,0.5,,1.3,1.4
2016,,1,,1.4,,2.2,,2,,2.2,,1.3,,1.3,1.8
2017,,1.4,,1.6,,2.2,,1.6,,1.1,,0.8,,1.7,1.2
2018,,2,,2.1,,3.1,,2.3,,2.2,,1.3,,2.2,2
2019,,1.2,,1.8,,1.8,,1.5,,1.2,,0.6,,1.6,1.3
2020,,1.4,,-0.1,,1,,0.2,,1.2,,1,,0.8,0.7
2021,,1.4,,2.5,,2.2,,2.2,,1.2,,2,,1.9,2
2022,,2.9,,3.7,,4.7,,2.7,,2.2,,0.2,,3.4,2.3
2023,,2.5,,1.9,,2.7,,0.9,,0.8,,0,,2.1,0.8
2024,,1.5,,2.9,,3.3,,1.2,,-0.5,,-0.9,,2.2,0.3
2025,,1.5,,1.8,,,,,,,,,,,
