Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual,HALF1,HALF2
1919,,,,,,3.9,,,,,,13.8,,,
1920,,,,,,7.7,,,,,,-8.7,,,
1922,,,-3.7,,,-2.5,,,-1.3,,,-0.6,,,
1923,,,-2.6,,,0,,,3.3,,,0.6,,,
1924,,,-0.6,,,0,,,0,,,0,,,
1925,,,,,,2.6,,,,,,0,,,
1926,,,,,,-1.3,,,,,,-0.6,,,
1927,,,,,,0.6,,,,,,-2.5,,,
1928,,,,,,-0.6,,,,,,0.7,,,
1929,,,,,,0.6,,,,,,0,,,
1930,,,,,,0,,,,,,-7.1,,,
1931,,,,,,-3.5,,,,,,-3.6,,,
1932,,,,,,-6,,,,,,-4,,,
1933,,,,,,-0.8,,,,,,0.8,,,
1934,,,,,,0.8,,,,,,,,,
1936,1.6,,,0,,,0,,,,,,,,
1937,,,3.1,,,3.1,,,1.5,,,0.8,,,
1938,,,-1.5,,,-1.5,,,-0.8,,,0,,,
1939,,,-0.8,,,-0.8,,,1.5,,,0,,,
1940,,,-0.8,,,0.8,,,0,,,0.8,,,
1941,,,1.5,2.3,4.5,4.5,5.3,6,8.2,8.9,6.5,7.2,,,
1942,8.6,8.5,6.9,6.1,7.5,4,2.6,3.3,3.2,3.2,2.5,5.8,,,
1943,5.1,3.8,3.8,3.7,4.3,2.4,0.6,0,0.6,0.6,-0.6,0,,,
1944,1.8,1.8,0.6,0,0.6,0.6,1.2,1.8,1.2,1.8,1.2,1.8,,,
1945,1.2,0.6,1.2,0.6,1.2,0.6,1.2,1.8,1.2,0.6,0.6,1.7,,,
1946,0.6,0.6,1.1,1.7,1.7,1.7,6.9,8.6,10.2,13.1,14.7,15.1,,,
1947,9.1,6.8,6.7,4.5,2.5,0.5,,4.4,,,4.8,,,,
1948,,5.7,,,5,,,3.6,,,0,,,,
1949,,-0.9,,,-0.4,,,-2.2,,,-0.4,,,,
1950,,0.4,,,-0.4,,,1.8,,,5.3,,,,
1951,,6.5,,,4.6,,,1.2,,,1.6,,,,
1952,,2.4,,,0.8,,,0.4,,,0.8,,,,
1953,,0,,,0.4,,,1.6,,,0,,,,
1954,,-0.4,,,0,,,0,,,-0.4,,,,
1955,,0,,,0.8,,,0.4,,,0.8,,,,
1956,,-0.4,,,-0.4,,,2.3,,,2.7,,,,
1957,,2.7,,,2.2,,,1.5,,,0.7,,,,
1958,,1.1,,,1.8,,,0.7,,,0,,,,
1959,,0.7,,,1.4,,,1.4,,,1.1,,,,
1960,,0,,,0.3,,,0.7,,,0.7,,,,
1961,,1,,,1,,,0.7,,,0.7,,,,
1962,,1,,,0.7,,,0.7,,,0.7,,,,
1963,,0.3,,,0.3,,,2,,,1.7,,,,
1964,,0,,,0,,,1,,,0.7,,,,
1965,,-0.6,,,0.7,,,1.6,,,1,,,,
