Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual,HALF1,HALF2
2009,-4.3,,-2.7,,-0.2,,1,,1.9,,2,,,-2,1.7
2010,1.8,,0.6,,0.6,,-0.5,,-0.6,,0,,,0.8,-0.2
2011,1.6,,2.7,,2.7,,1.9,,1,,0.2,,,2.3,0.9
2012,0.7,,0.8,,0.6,,0.2,,0.9,,1.4,,,0.6,0.9
2013,1.5,,0.5,,0,,0.4,,0.4,,0.9,,,0.6,0.6
2014,0.8,,1.2,,1.2,,0.9,,0.4,,0.4,,,1.1,0.4
2015,-0.3,,0.4,,0.2,,1,,-0.1,,0.6,,,0.2,0.3
2016,0.1,,0.8,,0.9,,1.4,,1.6,,0.3,,,0.8,1
2017,1.6,,0.9,,1.8,,0.6,,1.8,,1.1,,,1.4,1.1
2018,2.2,,1.8,,2.1,,1.2,,1.5,,1.1,,,2.1,1.2
2019,1.3,,0.6,,1.2,,0.7,,0.4,,0.9,,,0.9,0.7
2020,1.5,,1.4,,-0.3,,-0.7,,-0.8,,0.7,,,1,-0.3
2021,1.2,,2.1,,2.5,,3,,1.9,,2.8,,,2.2,2.5
2022,3.2,,5.3,,4.6,,3.7,,2.7,,2.3,,,4.4,2.7
2023,2.7,,1.9,,1.3,,0.1,,0.7,,1.1,,,2,0.7
2024,1.8,,2.6,,2.9,,1.6,,0.8,,0.2,,,2.4,0.7
2025,2.2,,1.7,,2.8,,,,,,,,,,
