Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual,HALF1,HALF2
1919,,,,,,1.8,,,,,,13.9,,,
1920,,,,,,10.1,,,,,,-9.1,,,
1922,,,,,,-2.9,,,,,,0.6,,,
1923,,,1.2,,,1.2,,,2.9,,,2.3,,,
1924,,,-0.6,,,0,,,1.1,,,1.1,,,
1925,,,,,,1.7,,,,,,2.2,,,
1926,,,,,,-1.6,,,,,,0,,,
1927,,,,,,0,,,,,,-2.7,,,
1928,,,,,,-1.1,,,,,,0.6,,,
1929,,,,,,-0.6,,,,,,0.6,,,
1930,,,,,,-1.7,,,,,,-4.6,,,
1931,,,,,,-6,,,,,,-4.5,,,
1932,,,,,,-8.7,,,,,,-5.1,,,
1933,,,,,,-3.9,,,,,,2.4,,,
1934,,,,,,0,,,,,,,,,
1936,0,,,-0.7,,,1.5,,,,,,,,
1937,,,0.7,,,3.6,,,3.6,,,0,,,
1938,,,-3.5,,,-1.4,,,0.7,,,-1.4,,,
1939,,,-2.1,,,-1.4,,,0.7,,,0.7,,,
1940,,,-0.7,,,1.5,,,0.7,,,0,,,
1941,,,0.7,2.2,2.9,3.6,5,5.8,7.9,7.1,7,5.6,,,
1942,5.5,4.8,4,4.6,5.3,5.3,3.9,4.5,3.2,3.2,2.5,2.5,,,
1943,2.5,2.5,4.3,3.7,4.3,3.7,2.4,2.4,1.2,0.6,-1.2,-0.6,,,
1944,0,-0.6,-1.2,0,0.6,1.2,3,3,3,1.8,1.8,1.2,,,
1945,0,0,0,0,1.7,1.7,1.7,1.7,1.2,1.2,-0.6,0,,,
1946,0,0,0.6,1.7,2.3,2.3,10.2,12.5,13.6,15.7,17.3,17.2,,,
1947,8.8,6.1,7.5,3.9,2.4,3.3,4.3,6.7,7.4,7.5,7.4,7.3,,,
1948,6.8,3.6,0.4,3,3.9,3.4,4.3,6,6.5,3.4,0.8,-0.4,,,
1949,-2,-3.3,-2.8,-1.6,-0.8,0.4,-0.4,0.8,0.8,-0.4,0.4,-1.7,,,
1950,-0.8,-1.3,-1.7,-1.3,-0.4,0.8,2.5,3.4,3.4,4.2,3.3,5,,,
1951,4.9,5.7,5.3,5.3,4.8,3.6,2.7,1.2,1.5,1.9,2.7,1.9,,,
1952,1.5,0.4,0.4,0,0,0.8,1.1,2.7,1.9,1.5,0.7,0,,,
1953,-0.7,-1.5,-1.1,-0.7,-0.4,0.4,1.1,2.3,2.3,2.6,1.5,1.1,,,
1954,0.7,0,0,-0.7,0.7,0.7,1.5,1.1,0.7,0.7,0.4,-0.4,,,
1955,-1.1,-0.4,-0.4,-0.4,-0.4,0.4,1.1,1.1,1.8,1.8,1.5,1.1,,,
1956,0,-0.4,-1.1,-0.7,-0.4,0.7,2.2,1.4,2.2,2.5,2.2,1.4,,,
1957,0.4,1.4,1.1,0.7,1.1,1.4,2.5,2.1,2.5,2.5,2.8,2.4,,,
1958,1.7,1.7,2.1,1.7,1,1.4,1,0.7,0.3,0.3,0.3,-0.3,,,
1959,-0.3,0,-0.3,0,0,0.7,1,1,1.7,1.3,1.3,1,,,
1960,0.3,0.7,0,0.3,0.3,0.7,1.3,0.7,1,0.7,0.7,0.3,,,
1961,0,0.3,-0.3,-0.3,-0.3,-0.7,0.3,0.3,0.7,1,0.7,1,,,
1962,0,0.7,0.7,0.7,0.7,0.7,0.7,0,0.6,0,0.3,0.3,,,
1963,0.6,0.6,0.3,0.6,0.3,0.6,1,0.6,0.3,0.3,0.6,0.6,,,
1964,-0.3,-0.3,-0.3,-0.3,0,0,0.6,0.6,0.6,1,0.6,0.3,,,
1965,0,0.3,0.3,0.3,0.6,1.3,1,1,1.3,1.3,0.9,0.9,,,
1966,0.9,1.6,1.9,1.6,1.9,1.6,1.9,1.9,1.9,1.9,1.5,1.5,,,
1967,0.9,0.9,0.3,0.3,0.6,0.6,1.8,1.8,2.4,2.4,2.4,2.4,,,
