Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual,HALF1,HALF2
1940,,,,,,,,,,-0.7,0,0.7,,,
1941,0,0,0,1.4,0.7,1.4,1.4,0.7,1.3,0.7,1.9,-0.6,,,
1942,1.3,1.3,0.6,0,1.2,0.6,1.8,-0.6,1.2,1.2,0.6,0,,,
1943,0,0,1.8,0.6,0.6,-0.6,-1.1,0,0,1.2,-0.6,0,,,
1944,0,-0.6,0,1.2,0,0,0.6,0.6,0.6,-1.1,0.6,0.6,,,
1945,0,0,-0.6,0,0.6,1.7,0,0,-0.6,-0.6,0.6,0,,,
1946,0.6,-0.6,0.6,0.6,0,1.1,7.6,2,1,2,1.4,0.9,,,
1947,0.5,-0.5,1.9,-0.9,-0.5,1.4,0.9,1.8,2.7,-0.9,0.4,1.8,,,
1948,1.3,-0.9,-0.4,1.7,0.4,1.3,1.3,0.4,0,-0.4,-0.8,-1.2,,,
1949,-0.4,-1.7,0.9,0,0,0.4,-0.4,0.9,0.8,-0.8,0,-0.8,,,
1950,-0.4,-0.4,0.9,0,0,1.3,0.8,0.8,0,0.8,0,0.8,,,
1951,1.6,1.2,0,0,0.4,0,0.4,0,0.4,0.8,0.4,0.4,,,
1952,-0.4,-0.4,0,0,0.4,0.4,1.5,0,-0.4,0,-0.8,-0.4,,,
1953,0,,,,,,,,,,,,,,
