Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual,HALF1,HALF2
1940,,,,,,,,,,0,0,0.7,,,
1941,0,0,0.7,0.7,0.7,2,0,1.3,2,1.3,0,0.6,,,
1942,1.9,0,1.2,1.2,0.6,0.6,1.2,0,0.6,0.6,0.6,1.2,,,
1943,0,0,1.1,2.3,0.6,-0.6,-1.1,0,0,0.6,0,0,,,
1944,0,0,-0.6,0.6,0.6,0.6,0,0.6,0,-0.5,0,0.6,,,
1945,0.5,0.5,-0.5,0,1.1,0.5,0.5,0,-0.5,0,0,0.5,,,
1946,0,0,0.5,0.5,0.5,1.1,5.7,3,1.4,1.4,1.9,1.4,,,
1947,-0.5,-0.5,3.2,-0.9,0,1.3,0.9,0.9,2.2,-0.4,0.8,1.7,,,
1948,0.8,-0.8,-0.8,2.5,0.8,0.8,0.4,1.2,0,-0.4,-1.2,-0.8,,,
1949,-0.8,-0.4,0.4,0,0.4,-0.4,-0.8,0.4,0.4,0,-0.4,-0.8,,,
1950,-0.8,0,0.4,0,0.4,0.8,0.8,0.8,0.8,0.4,0,2.4,,,
1951,1.9,2.3,0,0.4,0,-0.4,0,0,0.4,0.4,1.1,0,,,
1952,0,-1.1,0.4,0.4,0,0.4,1.1,0,0,0,0,0,,,
1953,-0.4,-0.7,0.4,-0.4,0.4,0.7,0,0,0.4,0,-0.4,0,,,
1954,0.4,0,-0.4,0.4,0,0.7,0.4,-0.4,0,0,0,-0.4,,,
1955,0,0,0,0,0,0,0,0,-0.4,0,-0.4,0,,,
1956,0,0,0.7,0.4,0,0.7,1.1,0,0.4,0,-0.3,0.4,,,
1957,0.3,0.7,0,0,0,0.3,0.7,0.7,0,0,0.3,0,,,
1958,0,0,0.7,0,0,0,0.3,0,0,0,0,0,,,
1959,0,0,0,0,-0.3,0.7,0.3,0,1.3,0,0.3,0,,,
1960,-0.7,0,0.3,0.3,0,0,0.3,0,0.3,0.3,0.3,0,,,
1961,-0.3,0.3,-0.3,0.3,0,-0.3,0.6,-0.3,0.3,0,0.3,-0.3,,,
1962,0,0.3,0,0.3,-0.6,0.3,0.3,0,0.6,0,0,-0.3,,,
1963,0.3,0.3,0,0,0,1,0,0,0.3,0.6,0,0.3,,,
1964,0,0,-0.3,0,0,0.3,0.3,-0.3,0.3,0.3,0.3,0,,,
1965,0,0.3,0,-0.3,0.3,0.6,0.3,-0.3,0,0.3,0.3,0.3,,,
1966,0,0.6,0.3,0.3,0,0.3,0.3,0.6,0.3,0.3,0,0.3,,,
1967,-0.3,0.3,0,0.3,0.3,0.3,0.3,0.6,0.3,0.6,0,0.3,,,
1968,0.6,0.6,0.6,0.3,0.3,0.6,0.3,0.3,0.8,0.5,0.3,0.3,,,
1969,0,0.5,0.8,0.5,0,0.5,0.8,0.8,0.5,0.3,0.3,0.5,,,
1970,0.5,1,0.8,0.2,0.7,0.2,0.2,0.5,1.2,0.7,0.5,0.2,,,
1971,0,0.5,0.2,0.2,0.7,0.7,-0.5,0,0.7,0.5,-0.2,0.2,,,
1972,-0.2,0.2,0.5,0.2,0,0.5,0.5,0.2,0.7,0.2,0.4,-0.2,,,
1973,0.2,1.1,1.5,0.7,0.4,0.4,0.2,1.7,0.6,1,0.6,0.6,,,
1974,1,1.6,1.4,0.8,0.8,1,0.6,1.1,1.5,0.9,0.9,0.4,,,
1975,0.2,0.5,0.5,0,0.5,0.9,0.9,0.4,0.9,0.7,0.2,0,,,
1976,0.3,0.3,0,0.3,0.5,0.5,0.5,0.2,0.8,0.3,0.3,-0.2,,,
1977,0.8,1.1,0.8,1,0.6,0.3,0.6,0,0.9,0.2,0.3,-0.3,,,
1978,0.3,0.3,0.8,0.6,0.6,1.1,1.2,0.1,0.7,0.3,0.6,0.7,,,
1979,0.6,0.9,0.4,1.4,1.4,1.5,1.1,0.8,0.8,0.3,1,0.5,,,
1980,1.6,1.8,1.5,1.2,0.9,1.2,0.7,0.8,0.5,0.2,0.6,0.5,,,
