Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual,HALF1,HALF2
1940,,,,,,,,,,0.8,0,0,,,
1941,0,0.8,0,1.6,0,1.5,0,0.8,1.5,1.5,1.4,0,,,
1942,2.1,0.7,1.4,1.4,0,0.7,0,1.3,0.7,0.7,2,0,,,
1943,0.6,0,1.3,1.9,0,0,-2.5,-0.6,0.6,1.3,0.6,0,,,
1944,0,-0.6,0.6,0.6,1.2,-0.6,0.6,0,0,1.2,0,1.2,,,
1945,-0.6,-0.6,0.6,0.6,-0.6,0.6,0.6,-0.6,0,0,1.2,1.2,,,
1946,-1.2,-1.2,0.6,0,0.6,2.4,4.6,2.7,2.1,1.6,3.6,1,,,
1947,-1,-0.5,1.5,0.5,-0.5,-1,,,,,,,,,
1987,0.6,0.8,0.3,1,0.2,0,0.7,0.3,0.4,0.4,0.2,0.1,,,
1988,0.9,-0.4,1,-0.3,0.8,0.3,0.7,0.9,0.1,0.2,-0.1,0.3,,,
1989,1.1,0,1.5,-0.4,0.7,-0.1,1,0.5,-1,0.6,-0.2,0.2,,,
1990,0.9,0.5,0.6,0.5,0.1,0.6,0.5,0.6,0.7,0.4,0.1,0.3,,,
1991,1.2,-0.4,0.1,-0.4,0.3,1,0.4,0.7,0.4,-0.1,0.1,0,,,
1992,0.4,0.5,0.6,-0.2,0.2,0,0.2,0.4,0.7,0.4,-0.1,0.1,,,
1993,0.6,0.3,0.1,0.8,0.1,-0.5,0,0.1,0.2,0.3,0.1,-0.1,,,
1994,0.3,-0.1,0.5,-0.1,0.2,-0.1,0.5,0.3,0,0,0.3,-0.3,,,
1995,0.6,0.1,0.4,0.3,-0.1,0.3,-0.1,0,0.5,0.2,-0.1,-0.2,,,
1996,0.5,0.2,-0.2,0.7,0.8,0.1,0.5,-0.2,0.4,0.4,0,-0.6,,,
1997,0.6,0.6,0.8,0.3,0.1,0.1,0.4,0.4,0.2,0.6,0.1,0,,,
