Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual,HALF1,HALF2
1964,,,,-0.7,,,1.8,,,0,,,,,
1965,0,,,0.4,,,1,,,0,,,,,
1966,1,,,1.4,,,0.3,,,0.7,,,,,
1967,-0.7,,,0,,,1.3,,,0.3,,,,,
1968,0.7,,,1,,,0,,,0.7,,,,,
1969,0.6,,,1.6,,,1.3,,,2.2,,,,,
1970,0.9,,,2.7,,,2.9,,,0.9,,,,,
1971,0.3,,,0.6,,,1.4,,,0.8,,,,,
1972,0,,,1.7,,,0.3,,,1.1,,,,,
1973,1.1,,,3.2,,,1.5,,,2.5,,,,,
1974,2.2,,,2.9,,,3.3,,,3.4,,,,,
1975,2.9,,,1.5,,,2.3,,,1.2,,,,,
1976,0.8,,,1.4,,,2,,,1,,,,,
1977,1.5,,,4,,,1.8,,,1.4,,,,,
1978,1.9,,,,,,,,,,,,,,
1986,,,,,,,,,,,,-0.4,,,
