Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual,HALF1,HALF2
1921,,,,,,,,,,,,-2.7,,,
1922,,,-3.3,,,0.6,,,-0.6,,,-0.6,,,
1923,,,0.6,,,1.1,,,1.1,,,-1.7,,,
1924,,,-1.1,,,0,,,0,,,0,,,
1935,,,,,,,,,,2.2,,,,,
1936,0.7,,,-2.2,,,1.5,,,,,0,,,
1937,,,0.7,,,0.7,,,1.4,,,-1.4,,,
1938,,,-2.1,,,-1.4,,,1.5,,,0,,,
1939,,,-1.4,,,-0.7,,,2.2,,,-1.4,,,
1940,,,0.7,,,-1.5,,,0.7,,,1.5,,,
1941,,,0,,,2.9,,,4.2,,,2.7,,,
1942,,,3.3,,,1.3,,,1.3,,,1.9,,,
1943,,,3,,,1.8,,,-0.6,,,0,,,
1944,,,-0.6,,,1.8,,,1.2,,,1.1,,,
1945,,,0,,,1.1,,,1.1,,,0,,,
1946,,,0,,,1.7,,,9.8,,,5.9,,,
1947,,,3.7,,,-1.4,,,,,3.6,,,,
1948,,0.9,,,1.3,,,3.4,,,-1.6,,,,
1949,,-1.7,,,0.4,,,1.3,,,-0.8,,,,
1950,,-1.7,,,0.9,,,3.4,,,1.6,,,,
1951,,4,,,2.7,,,0,,,1.5,,,,
1952,,-0.4,,,-0.4,,,2.2,,,0,,,,
1953,,,0,,,0.4,,,0.4,,,-0.4,,,
1954,,,0,,,0.4,,,-1.1,,,-0.4,,,
1955,,,-0.4,,,0.4,,,1.1,,,0,,,
1956,,,-0.4,,,1.1,,,0.7,,,0.4,,,
1957,,,1.1,,,0.4,,,1.1,,,0,,,
1958,,,2.1,,,0,,,-0.3,,,0,,,
1959,,,-0.3,,,1,,,0.3,,,0.3,,,
1960,,,0.3,,,0.3,,,0.7,,,-0.3,,,
1961,,,0,,,0,,,0.7,,,-0.3,,,
1962,,,0.3,,,0.3,,,0.7,,,-0.3,,,
1963,,,0.3,,,0,,,0.3,,,0.7,,,
1964,,,0.7,,,-0.3,,,1,,,0.3,,,
1965,,,0,,,0.3,,,0.3,,,1,,,
1966,,,1,,,0.6,,,1.6,,,0.6,,,
1967,,,0.6,,,0.6,,,0.6,,,1.2,,,
1968,,,0.9,,,0.9,,,2,,,0.6,,,
1969,,,2.3,,,1.1,,,1.9,,,1.1,,,
1970,,,1.3,,,1.6,,,1,,,1.5,,,
1971,,,0.8,,,1.8,,,-0.2,,,1.2,,,
1972,,,0.2,,,0.7,,,1.7,,,0.5,,,
1973,,,1.9,,,2.1,,,3.2,,,1.5,,,
1974,,,3.7,,,2.1,,,3.7,,,2.2,,,
1975,,,1.7,,,1.5,,,2.2,,,0.9,,,
1976,,,0.2,,,1.3,,,1.8,,,0.2,,,
1977,,,2.5,,,1.7,,,2.2,,,0.8,,,
