Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual,HALF1,HALF2
1921,,,,,,,,,,,,-1.7,,,
1922,,,,,,,,,0,,,0.6,,,
1923,,,0.6,,,0.6,,,2.3,,,0,,,
1924,,,-0.6,,,0.6,,,0.6,,,0.6,,,
1935,,,,,,,,,,0,,,,,
1936,0,,,-0.7,,,2.3,,,,,-0.7,,,
1937,,,1.5,,,2.2,,,1.4,,,-1.4,,,
1938,,,-2.1,,,0.7,,,0,,,-1.4,,,
1939,,,-0.7,,,-0.7,,,1.5,,,-0.7,,,
1940,,,0,,,1.5,,,-0.7,,,0.7,,,
1941,0.7,0.7,0,1.4,2.2,3.6,3.5,3.5,4.2,3.4,3.4,1.3,,,
1942,2,1.3,2.6,2.6,3.9,2.6,1.3,0.6,0.6,1.9,1.9,1.9,,,
1943,0.6,0.6,2.4,3,3.6,1.2,-0.6,-1.2,0,1.2,0,-0.6,,,
1944,-1.2,-0.6,-0.6,1.2,1.2,1.8,1.8,1.8,1.2,0,0,0,,,
1945,0,0,0,0,1.7,1.7,1.7,0,-0.6,-0.6,-0.6,0.6,,,
1946,0.6,0.6,0,1.1,1.7,2.3,9,10.6,11.1,6.2,6.1,5.5,,,
1947,2.4,0,1.9,1.4,2.4,1.4,2.8,4.2,6,4.5,3.1,1.3,,,
1948,2.2,0.4,-0.9,0.9,3.4,4.3,3.4,2.5,2.1,0,-1.6,-2.4,,,
1949,-2,-1.7,-0.4,0.4,0.8,0.8,-0.8,0,0,0.4,0.4,-1.7,,,
1950,-1.3,-1.7,0,0,1.3,0.8,2.5,2.1,2.5,1.6,1.2,2.4,,,
1951,3.2,4.4,2.8,2,0.4,0.8,0.8,0.8,0.8,1.1,1.9,1.1,,,
1952,0.4,-1.5,-0.8,-0.4,1.5,1.5,1.5,1.1,0.4,0,-0.4,-0.4,,,
1953,-0.7,-1.1,-0.7,0,0.8,1.1,1.1,1.5,1.1,1.5,0,0,,,
1954,-0.7,0,0,0,0.7,0.7,1.5,0.4,0,-0.7,0,-0.4,,,
1955,-0.4,-0.4,0,0,0,0.4,1.1,1.1,1.5,0.7,0.4,-0.4,,,
1956,-0.7,-0.7,-0.7,0,0.4,1.5,2.2,1.1,0.7,0.4,1.1,0.7,,,
1957,0,0.4,0.4,0.7,0.7,1.1,1.8,1.4,1.4,0.7,1.4,1,,,
1958,1,0.3,1,0.7,0.7,0.3,0.3,0,0,0,0.3,-0.3,,,
1959,-0.3,-0.3,0,0.3,0.3,0.7,0.7,0.7,1,0.7,0.7,0,,,
1960,-0.3,0,0,0.7,0.3,0.7,0.7,0.3,0.3,0,0.3,0,,,
1961,0,0,-0.3,-0.3,-0.3,-0.3,0.7,0.7,1,0.3,0,0,,,
1962,-0.3,0.7,0.7,1,0,0,-0.3,0,0.6,0.3,0.3,-0.3,,,
1963,0.3,0.3,0.6,0.3,0,0,0.6,0.6,0.3,-0.3,0,0.3,,,
1964,0,-0.3,-0.6,-0.3,0.3,0.6,1,0.3,0,0,0.3,0.3,,,
1965,0,0,0,0.3,0.6,1.3,0.6,0.3,0,0.6,0.6,0.9,,,
1966,0.3,0.9,0.9,1.3,0.9,0.6,0.6,0.9,1.2,1.2,0.6,0.3,,,
1967,-0.3,0.3,0,0.6,0.3,0.6,1.2,1.5,1.8,1.2,0.9,0.6,,,
1968,0.6,0.9,1.2,1.5,1.2,0.9,1.2,1.2,1.4,1.1,0.9,0.8,,,
1969,1.1,1.4,1.7,1.4,1.4,1.4,1.7,2.2,2.2,1.4,1.1,0.8,,,
1970,1.6,1.3,1.3,1.1,1.3,1.3,1.6,1.6,1.5,1.5,1.3,1.3,,,
1971,0.8,0.8,0.5,0.8,1,1,0.7,0.7,0.5,0.5,0.2,0.5,,,
1972,0.5,1,0.7,1,0.5,1,0.7,1,0.7,1,0.7,0.7,,,
1973,0.7,1.4,2.4,2.8,2.6,2.1,1.1,2.7,2.3,3.2,1.3,1.6,,,
1974,2.2,3.3,3.9,3,2.3,2.3,2.3,2.7,2.5,3.1,2.6,2.8,,,
1975,1.8,1.8,1.6,1.8,0.6,0.6,1.5,2.5,1.9,1.3,0.9,1.1,,,
1976,0,0.6,0.4,1.5,1.3,1.8,1.8,1.8,1.6,1.4,1.1,0.9,,,
1977,0.7,1.6,1.9,2.6,1.9,1.6,1.4,1.5,1.9,1.4,1.2,0.8,,,
1978,2.2,2.8,3.7,2.6,2.6,2.1,2.2,1.3,1.9,2,3.4,2.5,,,
1979,2.1,2.3,4.1,4.6,3.7,3.3,4.1,4.1,3.6,1.9,3.3,3.1,,,
1980,3.9,3,3.1,4.3,4.5,5.5,2.7,0.9,0.7,2.8,6,4.1,,,
1981,2.1,-0.1,-0.2,1.8,1.8,3.7,3.4,4.3,2.9,1.2,0.4,-1.1,,,
1982,-0.2,-0.8,0.9,1.7,4.7,5.6,4.6,1.9,0.7,0.4,0.4,-0.3,,,
1983,-0.1,-0.2,0.2,0.4,0.9,1.6,1.5,1.8,1.5,0.9,0.7,0.3,,,
1984,1,0.4,0.6,0.5,0.7,1.4,1.3,2,1.7,1.1,0.2,-0.4,,,
1985,0.4,0.9,1,1.2,0.9,2.2,1.7,2,0.6,-0.6,-0.5,-0.1,,,
1986,1.1,0.7,-0.6,-0.8,-0.7,2,2.3,2.2,1.1,-0.7,0,-0.9,,,
1987,1.7,0.9,1.4,0.8,1.3,2.8,2.7,3,1.4,-0.7,-0.9,-1.2,,,
1988,0.2,0.8,1,1.6,0.3,1.7,2.3,2.6,2.6,1.5,0.7,-0.6,,,
1989,-0.1,1,1.4,1.7,1.4,2.2,2.3,2,1.1,0.3,0.2,-0.5,,,
1990,1,2,2.4,1.8,0.9,1.7,1.2,2.1,1.6,1,0.8,0.6,,,
1991,1.4,1,1.2,0.7,1,0.8,0.9,0.6,0.7,0.5,0.3,0,,,
1992,0.7,0.9,1,0.6,0.9,1.1,1.1,1,1.1,0.5,0.4,0.1,,,
1993,0.8,0.8,0.8,1,1.5,1,0.6,0.3,0.8,1.2,0.2,-0.4,,,
1994,-0.5,0.3,1,1,0.5,0.3,0.3,1.5,1.4,0.7,0.4,0.2,,,
1995,1.6,1.3,1.4,0.9,0.5,0.6,0.3,0.5,0.3,0.5,0.1,-0.1,,,
1996,0.2,0.8,1.6,1.2,1.1,0.8,0.8,0.8,0.4,0.7,0.8,0.9,,,
1997,1,1.1,0.8,0.3,0,0.4,0.5,0.9,0.2,0.5,0.2,0.4,,,
1998,0.2,0.1,0.8,1.2,1.5,1.2,1,-0.1,-0.4,-0.5,0,-0.1,,,
1999,0.2,0.6,1.2,0.9,1.1,1.1,1.1,0.7,0.5,0.2,0,-0.3,,,
2000,0.3,1.2,1.8,1,1.3,2.2,1.6,0,-0.7,0.5,1.3,0.6,,,
2001,1.5,1.4,0.7,0.2,0.7,1.2,-0.4,-0.9,0.3,0.2,-0.4,-1,,,
2002,-0.1,0.7,1.1,1.7,1.5,1.3,0.2,0.1,0,0.9,0.9,0.2,,,
2003,-0.1,0.5,1.3,0.4,-0.4,-0.4,0.4,0.6,1.1,0.9,0.6,-0.3,,,
2004,-0.2,0.4,0.4,1,1.2,1.5,1.1,0.8,0.5,0.8,0.3,-0.2,,,
2005,-0.5,-0.1,0.9,1.7,1.5,1.4,0.5,1.3,2.2,1.9,0.8,-1,,,
2006,-0.2,-0.1,0.6,0.1,0.6,0.7,0.8,1,0.3,-0.9,-1.2,-0.9,,,
2007,1,1.4,2.4,2.3,2.5,1.8,0.8,0.1,0.2,0.6,1,0.3,,,
2008,1,0.8,2.1,1.9,2.6,2,2.3,0.5,-0.1,-1.9,-3.2,-4.4,,,
2009,-2.7,-0.8,0.7,0.1,1.2,1.7,1.5,0.8,0.2,0.4,0.4,-0.1,,,
2010,0.2,0.1,0.8,0.4,0.2,-0.4,-0.2,-0.1,0.5,0.4,0.1,0.2,,,
2011,0.9,1.5,1.9,1.7,1.8,1.1,0.2,-0.2,-0.1,0.1,-0.2,-0.8,,,
2012,0,0.2,1.9,1.3,1.2,-0.1,-0.4,0.3,0.7,0.7,-0.2,-0.8,,,
2013,-0.4,1,1.2,1,0.4,0.6,0.4,-0.1,-0.3,-0.4,-0.8,-1,,,
2014,0.3,1.1,2.6,2.1,1.5,0.7,-0.1,0.1,-0.3,-0.3,-1.1,-1.6,,,
2015,-1.4,-0.6,0.5,0.8,1.2,0.6,0.4,0.5,0,0,-0.8,-1.1,,,
2016,-0.3,-0.1,0.7,0.5,0.8,1.1,-0.3,-0.1,0,0.9,0.9,0.1,,,
2017,0.7,0.7,0.8,0.4,0.4,0.5,0.2,0.3,0.8,0.3,0.4,-0.4,,,
2018,0.9,0.5,0.9,0.7,1.1,0.9,0,-0.3,0.2,0.4,-0.2,-0.9,,,
2019,-0.3,0.9,1.4,0.6,0.9,0.3,0.8,0.1,0.6,0.7,0.3,-0.1,,,
2020,0.5,0.7,0.2,-1.6,-0.7,0.3,1.5,0.7,0.9,0.6,0.1,-0.6,,,
2021,0.2,1.1,1.9,2.2,2.6,2.4,1.8,0.8,0.7,1.1,1.2,1.4,,,
2022,1.6,2.2,3.1,2.6,3.6,3.5,2.9,1.1,0.1,0.4,-0.2,-1.2,,,
2023,-0.5,0.4,2.1,2,2,1.2,0.4,0.2,0.3,0.6,0,-0.2,,,
2024,0.3,1.2,1.9,1.7,1.6,1.1,1,0.9,1.3,0.4,0,-0.4,,,
2025,1,1.3,1.7,0.6,1.1,,,,,,,,,,
