Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual,HALF1,HALF2
1915,,,,,,,,,,,,-1,,,
1916,,,,,,,,,,,,8.9,5,,
1917,,,,,,,,,,,,18.2,15.2,,
1918,,,,,,,,,,,,21.5,19,,
1919,,,,,,,,,,,,17.7,18.1,,
1920,,,,,,24.4,,,,,,7,17.1,,
1921,,,,,,,,,,,,-7.5,-6.5,,
1922,,,,,,,,,-1.6,,,-1.6,-2.7,,
1923,,,-1.1,,,1.1,,,2.8,,,2.8,1.1,,
1924,,,2.8,,,0,,,-0.5,,,-2.2,0.5,,
1925,,,,,,1.1,,,,,,1.6,0,,
1926,,,,,,-3.8,,,,,,-3.8,-2.7,,
1927,,,,,,0,,,,,,-1.7,-1.7,,
1928,,,,,,-3.4,,,,,,-0.6,-1.7,,
1929,,,,,,0,,,,,,-1.1,0,,
1930,,,,,,-2.9,,,,,,-7,-3.5,,
1931,,,,,,-10.8,,,,,,-8.8,-9.6,,
1932,,,,,,-8.7,,,,,,-10.3,-9.9,,
1933,,,,,,-8.1,,,,,,-0.8,-5.9,,
1934,,,,,,3.2,,,,,,,0.8,,
1935,,,,,,,,,,,,,3.1,,
1936,,,,,,,1.5,,,,,,1.5,,
1937,,,,,,,,,5.1,,,4.4,5.2,,
1938,,,-2.1,,,-1.4,,,-2.8,,,-1.4,-1.4,,
1939,,,0,,,-1.4,,,0.7,,,-1.4,-0.7,,
1940,,,-0.7,,,0.7,,,-0.7,,,1.4,0,,
1941,,,1.4,,,5,,,7.1,8.6,8.5,9.9,5.8,,
1942,10.6,12.9,14.2,13.3,13.2,12.3,13.7,14.3,12,11.8,11.8,10.3,12.2,,
1943,8.9,7.6,6.8,7.4,6.7,6.1,4.2,2.4,3,2.4,2.3,2.3,4.8,,
1944,1.8,2.4,1.2,0,1.1,0.6,1.2,2.3,2.3,2.3,1.7,2.3,1.7,,
1945,2.9,2.3,2.9,3.4,2.3,2.9,3.4,2.8,3.4,2.8,3.4,3.4,2.8,,
1946,2.8,3.4,2.8,2.8,3.3,4.4,8.8,10.5,9.8,12,16.3,15.7,7.7,,
1947,16.8,17.4,17.9,17.8,17.2,15.4,10.7,9.5,11.4,9.3,6.5,7.5,12.8,,
1948,8.4,8.3,7.4,7.8,7.8,8.3,8.7,8.7,6.3,6.7,5.3,4.8,7.3,,
1949,3.4,2.1,2.6,1.7,0.9,0.4,-1.3,-1.7,-1.7,-2.5,-2.5,-3.7,0,,
1950,-2.9,-2.5,-2.1,-2.1,-1.3,-0.8,0.4,1.7,2.1,3.4,3.8,6,0.4,,
1951,6.8,9.4,9.8,9.8,9.8,9.8,9.8,8.4,8.4,7.5,7.8,6.9,8.4,,
1952,5.2,3.1,2.7,2.7,2.7,3.1,2.7,2.7,2.3,2.3,1.5,1.1,3.1,,
1953,1.1,0.8,0.8,1.1,0.8,0.4,0.8,0.8,1.1,1.1,0.8,0.4,0.8,,
1954,1.5,1.5,0.8,0,0.4,0.4,-0.7,-0.4,-0.7,-1.1,-1.1,-0.4,0,,
1955,-1.5,-1.5,-0.7,-1.1,-0.4,-0.4,0.8,0,0.8,1.1,1.1,0.8,0,,
1956,0.8,0.8,0.8,1.5,1.5,1.9,1.9,1.9,1.5,1.9,2.6,3,1.5,,
1957,3,4.1,3.7,3.7,3.3,3,2.9,3.3,3.7,3.3,3.3,2.9,3.3,,
1958,3.6,2.9,3.6,4.3,3.6,3.6,3.6,3.2,3.2,3.2,2.8,2.8,3.2,,
1959,2.1,2.1,1.4,0.7,1.4,1.4,1.4,1.7,1.4,2.1,1.7,2.1,1.7,,
