Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual,HALF1,HALF2
1991,5.4,,4.1,,5.1,,3.8,,3.8,,3,,4.1,4.7,3.5
1992,2.7,,2.7,,1.6,,2.8,,1.9,,3,,2.5,2.4,2.6
1993,3.4,,3.8,,4.2,,3,,2.5,,2.7,,3.2,3.8,2.7
1994,2.1,,2,,1.5,,1.7,,2.7,,1.4,,1.9,1.8,1.9
1995,1.9,,2.4,,2.2,,2.8,,1.6,,1.4,,2,2.2,1.9
1996,2,,2.1,,2.8,,2.6,,2.9,,3.9,,2.8,2.3,3.1
1997,3.1,,2.2,,1.9,,1.7,,1.7,,0.4,,1.8,2.3,1.2
1998,0.6,,1,,0.9,,1.2,,1,,1.7,,,,
1999,1.8,,1.5,,2.1,,2.1,,2.8,,2.8,,,,
2000,2.7,,4.4,,3.3,,3.9,,3.1,,3.7,,,,
2001,3.6,,2.3,,3.2,,2.5,,3.4,,2.4,,,,
2002,2.3,,2.7,,3.1,,2.8,,2.7,,3.3,,,,
2003,3.5,,3.8,,2.8,,3.3,,2.7,,2.7,,,,
2004,2.4,,2.1,,2.9,,2.7,,3,,3.6,,,,
2005,3.9,,3.9,,4,,3.8,,4.6,,3.6,,,,
2006,3.7,,3,,3.6,,4.2,,2.7,,2.8,,,,
2007,2.7,,3.9,,3.3,,2.7,,3.4,,3.9,,,,
2008,4.5,,3.8,,3.9,,5.4,,4.8,,2.4,,,,
2009,0.6,,0,,-0.4,,-1.2,,-0.7,,1.3,,,,
2010,2.5,,2.6,,2.3,,1,,1.5,,1.8,,,,
2011,2.3,,2.9,,3.8,,4.3,,3.5,,3.3,,,,
2012,2.7,,3,,2.1,,1.5,,2.5,,2.1,,,,
2013,1.9,,1.3,,1.3,,1.8,,1.3,,1.7,,,,
2014,1.7,,1.7,,2,,1.7,,1.1,,1.1,,,,
2015,-0.2,,0.2,,0.6,,0.3,,0.7,,0.5,,,,
2016,1.5,,1.1,,1.2,,1.3,,0.5,,1.1,,1.1,1.3,0.9
2017,1.5,,1.1,,0.3,,0.5,,1.7,,1.5,,1.1,0.9,1.3
2018,2.2,,1.8,,2.5,,2.5,,2,,1.3,,2,2.2,1.9
2019,0.8,,1.6,,1.6,,1.2,,0.9,,1.5,,1.3,1.3,1.3
2020,1.6,,0.4,,-0.1,,0.8,,1.2,,1.4,,0.9,0.6,1.2
2021,1.5,,2.6,,3.8,,4.4,,4.5,,5.8,,4,2.9,5
2022,6,,7.3,,7.5,,7.5,,6.5,,5.6,,6.6,6.9,6.3
2023,4.4,,3.7,,3.1,,1.8,,3.3,,2.8,,3.1,3.5,2.7
2024,3.6,,3.4,,3.3,,3.7,,2.6,,2.7,,3.2,3.4,3
2025,2.7,,2.4,,1.9,,,,,,,,,,
