Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual,HALF1,HALF2
2010,,0.6,,0.3,,-0.5,,0.2,,0.4,,0.6,0.3,0.3,0.3
2011,,1.5,,2.1,,3.2,,2.7,,3.8,,3.5,2.7,2,3.3
2012,,2.7,,2.9,,2.7,,2.7,,2.3,,1.4,2.5,2.8,2.2
2013,,1.8,,1.2,,1.4,,1.1,,0.6,,1.3,1.2,1.4,1
2014,,1.2,,2.4,,2,,1.8,,2.1,,1.7,1.8,1.8,1.9
2015,,1.1,,0.4,,1.6,,1.8,,1.2,,2.2,1.4,1,1.7
2016,,2.2,,2.5,,1.8,,2.1,,2.4,,2.6,2.2,2.2,2.2
2017,,3.4,,3.1,,3,,2.5,,3,,3.5,3.1,3,3.1
2018,,3.3,,3.3,,3.3,,3.1,,3.1,,2.8,3.2,3.4,3
2019,,2.7,,2.4,,2.3,,3.2,,2.2,,2.2,2.5,2.5,2.6
2020,,2.5,,1.3,,0.9,,1.6,,2.1,,1.4,1.7,1.8,1.6
2021,,1.7,,3.4,,5.5,,5.2,,6.5,,7.6,4.6,3,6.1
2022,,8.1,,9.1,,10.1,,9,,8.9,,8.4,9,8.9,9.1
2023,,8,,6.9,,4.6,,5.4,,4.8,,4.4,5.8,6.8,4.8
2024,,4.3,,4.4,,3.8,,3.1,,3,,2.7,3.7,4.2,3.2
2025,,2.5,,1.7,,,,,,,,,,,
