Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual,HALF1,HALF2
1978,,,0.9,,1.9,,2.3,,2.5,,0.7,,,,
1979,1.8,,1.5,,1.2,,2,,2.8,,0.3,,,,
1980,2,,2.4,,1.4,,0.8,,1.1,,2.4,,,,
1981,1.6,,0.3,,1.4,,0.7,,1.8,,1.2,,,,
1982,-0.2,,2.7,,1.4,,0,,-0.1,,-2.3,,,,
1983,0.1,,1.3,,0.5,,1.3,,0.8,,0.9,,,,
1984,0.4,,1.1,,0.3,,0.1,,0.9,,-0.1,,,,
1985,0.3,,0.6,,-0.4,,1.5,,0.5,,0.8,,,,
1986,0.1,,1.4,,-0.8,,-0.8,,-0.1,,0.6,,,,
2018,,0.6,,0.4,,2.7,,0.1,,-0.2,,-0.7,,,
2019,,0.3,,0.6,,2.5,,-1.6,,-1.2,,-0.5,,,
2020,,0,,-1.6,,1,,0.8,,0.6,,-0.5,,,
2021,,1,,1.8,,2.5,,0.3,,1.2,,0.4,,,
2022,,1.1,,1.9,,7.1,,-4,,1.1,,-1.7,,,
2023,,0.1,,0.8,,0.4,,1.3,,0.2,,-1.1,,,
2024,,0.1,,2.2,,0.2,,-0.1,,0.8,,-0.8,,,
2025,,0.6,,0.9,,,,,,,,,,,
