Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual,HALF1,HALF2
1919,,,,,,4.7,,,,,,11.8,,,
1920,,,,,,15.1,,,,,,-7.4,,,
1922,,,-6.5,,,-2.8,,,0,,,0.6,,,
1923,,,2.3,,,2.9,,,4,,,1.1,,,
1924,,,-1.6,,,-0.5,,,-1.1,,,-1.1,,,
1925,,,,,,2.2,,,,,,1.6,,,
1926,,,,,,-1.1,,,,,,-1.1,,,
1927,,,,,,0,,,,,,-2.7,,,
1928,,,,,,-1.7,,,,,,0,,,
1929,,,,,,1.1,,,,,,-0.6,,,
1930,,,,,,-1.7,,,,,,-7.6,,,
1931,,,,,,-6.9,,,,,,-6.1,,,
1932,,,,,,-7.2,,,,,,-6.2,,,
1933,,,,,,-3.3,,,,,,5.1,,,
1934,,,,,,4.1,,,,,,,,,
1936,1.5,,,1.5,,,2.9,,,,,,,,
1937,,,2.1,,,5.7,,,3.5,,,1.4,,,
1938,,,-2,,,-3.3,,,-2.1,,,-2.1,,,
1939,,,-2.1,,,-2.1,,,0.7,,,0.7,,,
1940,,,0,,,1.4,,,0,,,0,,,
1941,,,2.1,3.5,3.5,5.6,5.6,5.6,6.9,7.5,8.2,6,,,
1942,7.3,7.3,7.1,6.4,5.7,5,3.7,2.5,1.2,1.2,1.8,2.4,,,
1943,2.4,3.6,4.8,4.1,5.3,4.7,4.1,1.7,0,0,-2.2,-1.1,,,
1944,-1.1,0,0,0.6,1.1,0.6,2.3,2.9,2.9,1.1,1.1,1.1,,,
1945,0,0,0,0.6,1.7,2.2,2.2,2.8,2.2,2.2,1.6,0.5,,,
1946,1.1,0.5,1.1,2.2,2.7,3.8,9.7,10.2,11.3,11.7,12.6,12.5,,,
1947,5.9,5.4,6.8,5.2,3.3,3.7,4.6,6.5,5,6.8,6.3,6.7,,,
1948,6.6,3.9,2.6,3,4.3,3.3,3.3,4.2,4.2,1.6,0,-0.8,,,
1949,-2.4,-2.8,-2.4,-2,-0.8,-0.8,-0.8,-0.4,-0.4,-1.2,-0.8,-1.2,,,
1950,-0.8,-1.2,-0.4,0.4,0.4,1.7,2.9,3.8,4.2,5,4.5,4.5,,,
1951,5.3,6.1,5.2,4.4,4,3.9,2.3,1.1,1.1,1.5,2.3,1.9,,,
1952,1.9,1.1,0.8,1.1,0.4,0,0.7,1.9,1.5,1.5,1.5,2.2,,,
1953,1.1,0,0.7,0,0.4,0.4,1.1,1.8,1.5,1.8,0.7,0,,,
1954,0,-0.4,-0.4,-0.7,0.4,0.4,0.4,0,-0.4,-0.4,0,-0.7,,,
1955,-1.1,-0.4,0,0,-0.4,0.4,0.4,0.4,0.7,0.4,0,0,,,
1956,-0.4,0,0,0.7,1.1,1.8,3.6,2.5,2.2,2.2,2.1,1.4,,,
1957,0,1.1,1.1,1.1,1.4,1.7,2.1,1.7,1.7,1,1,0.7,,,
1958,0.7,0.7,1,1.4,0.7,0.7,0.3,0,-0.3,-0.7,-0.7,-0.7,,,
1959,-0.7,-0.3,-0.7,0,0,0,0.7,0.3,1.4,1.4,0.7,0.7,,,
1960,-0.7,0,-0.7,-0.7,0,0.7,2,1.4,1.4,1,1,0.7,,,
1961,0.3,0.7,0.3,0,0,0,-0.7,-0.3,-0.7,0,-0.3,-1.3,,,
1962,-0.7,0,0.7,0.3,0.7,1,0.7,0,0.7,0.7,0.3,0.7,,,
1963,0.7,0.3,-0.3,-0.7,0,1,1.3,2,0.7,1.3,1.3,0,,,
1964,0,-1.3,0.3,0.3,-0.7,0,0.3,1,1,1,1.3,1.3,,,
1965,0.7,0.3,0.3,0.7,1.6,2,2,2.3,2,1.9,1.3,1,,,
1966,1.3,1.9,2.6,2.5,2.9,3.2,2.8,2.8,2.2,2.2,1.9,1.8,,,
1967,1.8,1.2,2.1,1.5,1.5,1.2,1.5,1.5,0.6,0.9,1.5,1.5,,,
1968,1.2,1.8,2.7,2.7,2.4,2.9,3.2,2.9,2.6,2.6,2.9,2.3,,,
1969,2.3,2.3,3.1,3.4,3.4,3.9,3.9,4.2,2.7,2.7,2.7,2.7,,,
1970,2.7,2.9,3.7,3.7,3.9,3.4,3.4,2.3,2.1,2.3,2,1.5,,,
1971,2,2,1.5,0.7,1,2,1.2,2.2,2.2,2.2,2,1.5,,,
1972,2,1.7,1.9,1.9,1.7,1.9,1.9,1.7,1.7,1.7,1.7,1.9,,,
1973,1.4,2.1,3,4,4.7,4.2,4.2,5.5,4.8,4.3,4.2,4.7,,,
1974,5.8,5.2,5.4,5.4,5.3,5.9,5.7,5,5.3,5.7,5.9,5.2,,,
1975,4,3.7,2.9,2.7,1.9,2.3,3.4,3,3.8,3.4,3.6,3.2,,,
1976,3,2.8,1.6,2,2.2,2,2.2,2.3,3.4,3,3,3,,,
1977,2.8,3.2,3.3,4.3,4,4.6,5,4.2,3.4,2.3,3,1.8,,,
1978,1.3,1.6,3.1,3.9,4.2,5.5,5.3,5.6,4.9,5.6,5.1,4,,,
1979,5.3,6.5,7.1,6.1,5.9,6.6,7,6.6,5.8,6.6,8.1,8.3,,,
1980,8.1,8.2,8.5,9.3,7.5,10.1,7,6.1,6.9,6.5,7.2,5,,,
1981,5.7,5.9,3.3,3,3.3,4.1,5.4,5,6,3.4,1.6,-0.8,,,
1982,-0.7,-2,-2.1,0.7,2.2,4,4.1,5.3,6,4.1,3.5,1.1,,,
1983,0,-0.2,-0.8,-0.1,-0.4,1.4,2,2.2,2.3,1.1,1.7,1.2,,,
