Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual,HALF1,HALF2
1978,,1.9,,1.9,,1.4,,0.9,,1.8,,1.3,,,
1979,,2.6,,2.2,,1.8,,1.5,,1.6,,2,,,
1980,,2.8,,3,,0,,1.2,,1.9,,0.7,,,
1981,,3,,2.7,,1.1,,1.5,,1.1,,-0.4,,,
1982,,1.5,,0.4,,2.2,,0.2,,2.1,,-2,,,
1983,,0.2,,0.9,,-0.5,,0.7,,1.1,,0.7,,,
1984,,0.9,,0.9,,0.5,,0.5,,0.5,,0.9,,,
1985,,0.9,,0,,0.3,,0.3,,0.5,,0.9,,,
1986,,0.9,,-0.7,,0.1,,0.7,,0.3,,1,,,
2018,-0.2,,0.5,,0.3,,0.4,,0.6,,0.2,,,,
2019,-0.2,,0.5,,0.7,,-0.1,,0.1,,0.1,,,,
2020,0.5,,0.6,,0.2,,0,,0.6,,-0.2,,,,
2021,0.3,,0.9,,2.1,,0.8,,1,,0.1,,,,
2022,0.9,,2.4,,1.6,,0.6,,0.8,,-0.6,,,,
2023,0.3,,0.6,,0.3,,0.7,,0.9,,0.8,,,,
2024,0.5,,1.5,,0.7,,0,,0.7,,0.1,,,,
2025,1,,0,,0.8,,,,,,,,,,
