Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual,HALF1,HALF2
1978,,,1.4,,1.7,,2,,2.3,,2.1,,,,
1979,2.2,,3.2,,3.6,,2.3,,1.8,,2.1,,,,
1980,0.7,,3.1,,1.2,,1.4,,2.2,,1.6,,,,
1981,2.1,,1.4,,2.4,,2.1,,1.6,,-0.3,,,,
1982,2.6,,1.2,,1.4,,2,,1.5,,0.5,,,,
1983,0.4,,0.6,,1.6,,0.3,,1.1,,0.1,,,,
1984,1.1,,0.5,,0.4,,1,,0.5,,-0.6,,,,
1985,0.3,,1.3,,0.3,,1.1,,-0.6,,0.4,,,,
1986,1.4,,-2.4,,0.1,,0.7,,1.2,,-0.5,,,,
2018,0.5,,0.3,,0.6,,-0.2,,0.8,,0,,,,
2019,-1,,1.3,,0.7,,0.4,,1.4,,0.1,,,,
2020,-0.1,,-0.3,,0.5,,1.6,,-0.6,,-0.7,,,,
2021,0.1,,0.8,,2.1,,1.8,,0.3,,1.2,,,,
2022,1.4,,2,,1.3,,1.7,,-0.2,,0.5,,,,
2023,0.9,,1.3,,0.8,,1.3,,0.4,,-0.3,,,,
2024,-0.1,,0.7,,0.6,,0.6,,0,,0.2,,,,
2025,0.2,,0.2,,1,,,,,,,,,,
