Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual,HALF1,HALF2
1936,,,,,,,,,2.2,,,,,,
1940,,,,,,,,,,,0.7,0.7,,,
1941,0.7,-0.7,-0.7,2.1,2.1,2.1,1.4,0.7,2.7,3.4,2,2,,,
1942,2.6,1.9,2.5,2.5,1.2,1.2,1.8,2.4,1.2,1.2,1.8,0.6,,,
1943,0,-0.6,0.6,2.4,1.2,0,-0.6,-1.1,0,1.2,1.2,0.6,,,
1944,-0.6,-0.6,0,0,1.1,0.6,-0.6,0.6,1.1,1.1,0.6,0.6,,,
1945,0.6,-0.6,0,1.1,0.6,0,0.6,0.6,1.1,1.1,0.5,1.1,,,
1946,0,-0.5,0,0.5,1.1,1.6,5.9,6.4,2,2.5,6.5,4.4,,,
1947,0.5,0.9,0.9,0.9,0.5,-0.5,0,0.9,2.8,2.3,1.8,2.7,,,
1948,2.2,1.7,0,0.4,0.9,0,0.9,1.3,0.4,0.4,0.8,0.8,,,
1949,0.4,-0.8,-0.8,0,-0.8,-1.3,-1.3,-0.8,0,-0.4,0,-0.4,,,
1950,0,0.4,0,0.4,0,0,0.4,1.7,1.7,1.3,1.7,2.1,,,
1951,2.9,3.7,2.8,0.8,0,0,0.4,0.4,0.4,0.4,1.2,1.5,,,
1952,0.4,0,0.4,0.4,0,0.4,0.4,0,0,0,0.4,0.4,,,
1953,0,-0.4,0,0.8,0,-0.4,0.4,0.4,0.4,0.4,0,-0.4,,,
1954,0.7,0.7,-0.7,-0.7,-0.4,0,-0.7,-0.4,0.4,-0.4,-0.4,0.4,,,
1955,0.4,-0.4,0,-0.4,0,0.8,0.4,0,0.4,0.8,0,0,,,
1956,0,-0.4,0,0.4,0.7,1.1,0.7,0,0,0.7,1.1,1.1,,,
1957,0.4,0.7,0.7,0,0.4,0.4,0.4,0.4,0.7,0.7,0.7,0.7,,,
1958,0.7,0.7,0.7,1.4,0.3,-0.3,0.3,0,0.3,0.7,0.3,0.3,,,
1959,0,0,0,0,0.3,0.3,0.3,0.3,0.3,1,0.7,0.3,,,
1960,0.3,-0.3,0.3,1,0.3,-0.3,-0.3,-0.3,0.3,1,0.3,0.7,,,
1961,0.7,0,-0.3,0,0.3,0,0,0,0,0.3,0.7,0.3,,,
1962,-0.3,-0.3,0.3,0.7,1,0.7,-0.3,-0.3,0.7,0.7,-0.3,0,,,
1963,0.3,0.3,0.3,0.3,0,-0.6,0.3,1,0.3,0.6,0.6,-0.3,,,
1964,0.3,0.3,0.3,0.6,0,0,0,0.3,0,0.9,1.3,0.3,,,
1965,0.3,0.3,0.6,0.6,0.3,0.3,0,-1.2,0.3,0.9,0,0.6,,,
1966,0,0,0.6,0.9,0.6,0.3,0.6,0,0.6,1.2,0.6,0.3,,,
1967,-0.6,-0.6,-0.3,0.6,1.2,0.6,0.6,1.2,1.5,0.3,0.6,0.9,,,
1968,0.6,0.6,0.6,0.6,-0.3,0.6,1.1,0.6,0.3,0.8,1.1,0.3,,,
1969,0.6,0.8,1.7,1.4,0,0.8,1.4,0.8,0.8,0.8,0.3,0.8,,,
1970,1.1,0.5,0.5,1.3,1.3,0.5,1,0.3,0.8,1.6,0.3,0.5,,,
1971,0.5,-0.5,0.3,0.5,1,1.8,0.8,0.5,0.7,0.7,0,-0.2,,,
1972,0,0.2,1,0.7,0.2,0.5,1,1,1,0.7,0.5,0.5,,,
1973,0.2,1,1.4,1.2,0.7,1.2,1.4,1.8,1.6,1.1,1.8,1.3,,,
1974,1.3,1.5,1.7,2,1.9,1.9,1.9,2.3,2.9,1.6,1,2,,,
1975,1.4,1.4,2.4,2.3,1.7,0.6,0.8,1.3,1.5,1.9,1.3,1.3,,,
1976,1.3,0,-0.4,0.2,1.4,1.8,1.4,1.6,1.2,1,0.9,0.9,,,
1977,1.5,2.1,1,0.8,1,1,1.2,0.5,0.7,0.7,0.7,1.5,,,
1978,1.5,1.1,1,1.7,2.2,2,1.5,0.8,1.5,1.4,0.4,-0.3,,,
1979,0.7,2.4,2.1,2.9,3.5,2.6,1.8,2.1,2.8,2,1.6,2.8,,,
1980,3.7,4.1,3.8,3,3.2,2.3,-0.1,-1.2,0.4,2.2,2.4,2.5,,,
1981,1.5,1,1.5,1.6,1.6,0.9,1.8,2.5,2.6,2.4,0.8,0.3,,,
1982,1.5,1.2,0.2,0.4,0.3,1.2,0.7,-0.3,-0.4,0.1,0.1,-1.4,,,
1983,-0.9,0.5,0.5,0.9,1.6,1.4,0.9,0.5,0.6,0.6,0.1,0.3,,,
1984,0.8,0.8,0.6,0.9,1.6,0.9,0.1,1.1,1.4,1,0.5,-0.2,,,
1985,0.4,0.9,0.6,0.6,1.4,1.1,0.7,1.4,0.7,0.7,0.4,0,,,
1986,0.5,0.1,0.5,0.1,0.4,1.4,0.4,-0.1,1.2,1.6,-0.3,-1,,,
1987,0.4,1.8,1.9,1.1,1.1,0.4,-0.3,0.7,1.3,1.1,0.2,-0.1,,,
1988,0.6,1,1.4,1.2,1.2,0.7,0.1,0.5,1.1,1.1,0.6,0.2,,,
1989,0.4,1,1.3,1.4,1.7,1.2,0.5,0.2,0.9,0.9,-0.1,0.5,,,
1990,1.6,2.3,1.8,0.4,0.1,0.6,0.7,1,1.5,1.8,0.9,0.4,,,
