Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual,HALF1,HALF2
1936,,,,,,,,,0.7,,,,,,
1941,,,,,,,,,,,1.9,1.3,,,
1942,1.9,1.9,2.5,1.2,1.2,1.8,1.2,1.2,1.2,0.6,0.6,1.2,,,
1943,1.1,0.6,1.7,2.8,2.2,1.1,-0.5,-0.5,0,0.5,0,-0.5,,,
1944,0.5,0,-1.1,0,1.1,1.1,0.5,0.5,0.5,0,0.5,0.5,,,
1945,0,0,0,0.5,1.6,1.6,0.5,0,0.5,0,0,1.1,,,
1946,1,0,0.5,1,0,2.1,7.2,6.6,2.9,3.3,3.7,3.2,,,
1947,1.4,-0.4,1.8,2.2,0,0.9,,1.7,,,,,,,
1978,1.3,,0.6,,1.7,,1.8,,1.5,,1.6,,,,
1979,2.3,,1.8,,1.7,,2,,1.1,,1.1,,,,
1980,2.9,,3.1,,1,,2.4,,0.8,,1.8,,,,
1981,1.4,,2,,1,,0.9,,1.8,,1.3,,,,
1982,1,,0.2,,-0.1,,1.1,,1.8,,0,,,,
1983,1,,0,,1.2,,1.4,,0.1,,0.5,,,,
1984,1.7,,0.4,,0.2,,0.9,,1.5,,0.7,,,,
1985,-0.1,,1.4,,0.2,,1.1,,0.1,,1,,,,
1986,1.4,,-0.6,,0.1,,-0.1,,1,,0.4,,,,
1987,0.5,,0.7,,0.7,,0.8,,1.4,,0.6,,,,
1988,-0.2,,0.8,,0.8,,0.5,,1.7,,0.3,,,,
1989,0.9,,1.4,,0.8,,0.6,,1.8,,0.3,,,,
1990,1.1,,1.4,,0.1,,1.3,,1.7,,0.3,,,,
1991,0.5,,0.1,,1.1,,0,,1.7,,-0.5,,,,
1992,0.2,,0.1,,0.1,,1.1,,0.8,,0.6,,,,
1993,0.6,,0.5,,0.5,,0,,0.3,,0.8,,,,
1994,0,,0.4,,-0.1,,0.3,,1.3,,-0.5,,,,
1995,0.5,,0.8,,-0.3,,0.9,,0.1,,-0.6,,,,
1996,1,,1,,0.4,,0.7,,0.4,,0.2,,,,
1997,0.2,,0.2,,0.1,,0.5,,0.4,,-1.1,,,,
1998,0.4,,0.6,,0.1,,0.8,,0.2,,-0.4,,,,
1999,0.5,,0.3,,0.7,,0.8,,0.9,,-0.4,,,,
2000,0.4,,2,,-0.4,,1.3,,0.1,,0.2,,,,
2001,0.3,,0.7,,0.5,,0.7,,0.9,,-0.8,,,,
2002,0.3,,1.1,,0.9,,0.3,,0.9,,-0.2,,,,
2003,0.5,,1.3,,-0.1,,0.8,,0.3,,-0.2,,,,
2004,0.2,,1.1,,0.7,,0.7,,0.6,,0.4,,,,
2005,0.5,,1.1,,0.7,,0.5,,1.4,,-0.6,,,,
2006,0.6,,0.4,,1.3,,1.1,,-0.1,,-0.5,,,,
2007,0.5,,1.6,,0.8,,0.5,,0.6,,-0.1,,,,
2008,1,,0.9,,0.9,,2,,0,,-2.3,,,,
2009,-0.8,,0.4,,0.4,,1.1,,0.5,,-0.3,,,,
2010,0.4,,0.5,,0.1,,-0.1,,1,,0,,,,
2011,1,,1,,0.9,,0.4,,0.2,,-0.2,,,,
2012,0.3,,1.4,,0.1,,-0.3,,1.2,,-0.6,,,,
2013,0.1,,0.8,,0,,0.3,,0.7,,-0.2,,,,
2014,0.2,,0.8,,0.3,,0,,0.1,,-0.3,,,,
2015,-1.1,,1.2,,0.7,,-0.3,,0.6,,-0.4,,,,
2016,-0.2,,0.8,,0.8,,-0.2,,-0.3,,0.2,,,,
2017,0.2,,0.4,,0,,0,,0.9,,0,,,,
2018,0.9,,-0.1,,0.7,,0.1,,0.4,,-0.7,,,,
2019,0.5,,0.7,,0.6,,-0.3,,0.1,,-0.2,,,,
2020,0.5,,-0.4,,0.1,,0.6,,0.6,,0,,,,
2021,0.7,,0.7,,1.3,,1.2,,0.7,,1.2,,,,
2022,0.9,,1.9,,1.5,,1.1,,-0.2,,0.3,,,,
2023,-0.3,,1.3,,0.9,,-0.1,,1.3,,-0.3,,,,
2024,0.5,,1,,0.8,,0.2,,0.3,,-0.2,,,,
2025,0.5,,0.8,,0.3,,,,,,,,,,
