Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual,HALF1,HALF2
1978,,,,1.3,,2.3,,1.9,,1.3,,0.9,,,
1979,,2,,2.6,,3,,2.6,,2.3,,2.6,,,
1980,,3.2,,4,,2,,0.9,,2.4,,1.8,,,
1981,,1.9,,1.8,,2.4,,0.8,,1.4,,1,,,
1982,,-0.5,,1.2,,2.6,,-0.2,,0.8,,-1.1,,,
1983,,0.4,,1.3,,1.7,,0.6,,0.8,,-0.3,,,
1984,,1.7,,0.4,,0.5,,1.3,,1.2,,-0.9,,,
1985,,0.8,,0.8,,1.2,,1.1,,0.1,,0.2,,,
1986,,0.7,,-1.6,,1,,0.5,,-0.1,,-0.9,,,
1987,,1.5,,1.2,,0.6,,0.5,,1.2,,-0.9,,,
1988,,0.1,,1.2,,0.2,,1.4,,0.6,,-0.6,,,
1989,,0.3,,1,,1.1,,0,,1.2,,-0.7,,,
1990,,1.4,,0.6,,0.7,,1.8,,2.8,,-0.8,,,
1991,,0.8,,0.1,,0.5,,0.8,,1.9,,-1.2,,,
1992,,0.3,,0.1,,1.3,,0.1,,1.3,,-1.1,,,
1993,,0.6,,1.2,,-0.6,,1.4,,1.1,,-0.6,,,
1994,,0.3,,0.8,,0.8,,0.6,,0.4,,-0.6,,,
1995,,1,,1.2,,-0.4,,0.5,,1.2,,-0.9,,,
1996,,0.5,,1.6,,0.6,,0.1,,0.8,,-0.5,,,
1997,,0.5,,-0.1,,0.5,,-0.1,,1.1,,-0.2,,,
1998,,,0.6,,0,,0.8,,0.2,,-0.3,,,,
1999,0.6,,0.9,,0.5,,0.7,,0.9,,0.2,,,,
2000,0.2,,1.7,,0.1,,1.8,,0.4,,-0.1,,,,
2001,0.3,,1,,0.3,,1.2,,0.8,,-0.8,,,,
2002,-0.5,,0.9,,0.5,,0,,0.2,,0.2,,,,
2003,0.2,,1.6,,0.1,,-0.2,,0.3,,-0.6,,,,
2004,-0.1,,1.1,,0.8,,0,,0.3,,0.1,,,,
2005,0.1,,0.7,,1.2,,0.4,,2.5,,-0.6,,,,
2006,0.4,,-0.1,,1.5,,0.3,,0.2,,-1.9,,,,
2007,0.3,,0.7,,1.4,,0.8,,0.3,,0.8,,,,
2008,0.3,,0.8,,1.9,,2,,-0.3,,-2.8,,,,
2009,-0.7,,0.7,,-0.4,,0.7,,0.6,,0.1,,,,
2010,0.1,,-0.1,,0.1,,-0.9,,0.8,,-0.4,,,,
2011,1,,1.9,,0.9,,-0.1,,0.3,,0,,,,
2012,0,,1.6,,-0.2,,-0.5,,1.3,,-0.5,,,,
2013,0.4,,1.3,,-0.4,,0.6,,0,,-0.7,,,,
2014,0.4,,1.1,,0.4,,0,,-0.1,,-1,,,,
2015,-1.1,,1.2,,0.5,,0.1,,-0.5,,-0.2,,,,
2016,0,,0.8,,0.8,,0.4,,0.2,,0.2,,,,
2017,0.4,,0.3,,0.7,,0.2,,1.5,,0.1,,,,
2018,-0.1,,0.5,,1.6,,-0.2,,0.4,,0,,,,
2019,-0.2,,1.1,,0.4,,0.6,,0.4,,-0.4,,,,
2020,0.1,,0,,-1.1,,1.5,,0.3,,-0.5,,,,
2021,1.2,,1.8,,1.7,,0.8,,0.6,,1,,,,
2022,1.6,,3,,1.8,,1,,0.5,,0.3,,,,
2023,0.8,,1.3,,0.8,,0.3,,1,,0.9,,,,
2024,0.9,,0.9,,1,,-0.6,,-0.4,,0.1,,,,
2025,1.7,,-0.4,,0.1,,,,,,,,,,
