Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual,HALF1,HALF2
1915,,,,,,,,,,,,4.1,,,
1916,,,,,,,,,,,,15.8,10.2,,
1917,,,,,,,,,,,,22.2,23.1,,
1918,,,,,,,,,,,,18.9,18,,
1919,,,,,,,,,,,,17.1,15.9,,
1920,,,,,,28.7,,,,,,6.5,19.8,,
1921,,,,,,,,,,,,-15.6,-12.8,,
1922,,,,,,,,,-6.5,,,-2.2,-8.4,,
1923,,,2.3,,,3.4,,,6.4,,,4,3.4,,
1924,,,2.3,,,0.6,,,-2.7,,,-1.6,0,,
1925,,,,,,1.1,,,,,,3.9,1.1,,
1926,,,,,,0.5,,,,,,-2.2,0.5,,
1927,,,,,,-1.1,,,,,,-2.7,-2.2,,
1928,,,,,,-4.4,,,,,,-1.7,-2.2,,
1929,,,,,,1.1,,,,,,0.6,0.6,,
1930,,,,,,-2.3,,,,,,-9.1,-4,,
1931,,,,,,-14,,,,,,-12.6,-12.4,,
1932,,,,,,-12.8,,,,,,-12.9,-13.5,,
1933,,,,,,-9.3,,,,,,1.7,-5.5,,
1934,,,,,,9.4,,,,,,,5.8,,
1935,,,,,,,,,,,,,4.7,,
1936,,,,,,,4.5,,,,,,3,,
1937,,,,,,,,,5.7,,,7.1,6.5,,
1938,,,1.4,,,-2,,,-4,,,-5.3,-2,,
1939,,,-4.1,,,-4.1,,,-1.4,,,-1.4,-2.8,,
1940,,,0.7,,,2.2,,,0,,,1.4,0.7,,
1941,,,2.1,,,5.6,,,9.2,11.3,12.1,12,6.4,,
1942,13.4,13.3,14.6,14.4,14.4,11.3,11.3,9.9,8.4,7.6,7.6,7.5,11.3,,
1943,6.2,6.2,6.1,5.4,7.2,7.2,6.6,5.4,4.8,4.1,2.9,3.5,4.8,,
1944,2.9,1.7,0,0.6,-1.1,-0.6,1.1,2.9,2.9,1.7,2.3,1.7,1.7,,
1945,2.3,2.9,2.9,1.7,2.8,3.4,2.2,2.8,2.2,2.8,3.4,2.8,2.8,,
1946,3.3,3.3,3.3,4.4,4.4,4.3,10.9,10.8,12.5,14.1,15.7,16.8,8.7,,
1947,16.1,16.1,18.8,17.6,16.3,16.7,10.8,12.2,12.1,12.4,9.8,10.6,14.1,,
1948,11.6,10.6,7.7,10,10.9,10.3,10.2,8.3,6.9,4.7,4.3,2.5,7.9,,
1949,0.8,1.3,1.7,-0.4,-0.8,-1.6,-3.2,-3.2,-2.8,-3.2,-1.6,-2,-1.2,,
1950,-1.6,-1.7,-0.8,-0.8,-0.4,0.4,2.1,2.5,3.7,5.4,5,6.3,1.7,,
1951,8.4,10.1,9.6,9.6,8.7,8.6,7.7,7.3,6.4,6,6.3,5.9,7.7,,
1952,4.2,2.3,1.9,2.7,2.7,1.9,2.6,3,2.3,2.6,1.9,2.2,2.3,,
1953,1.9,1.9,2.2,1.5,1.9,2.6,2.2,1.8,2.2,1.8,1.1,0.4,1.8,,
1954,1.1,1.5,1.1,1.1,1.1,0.4,0.4,-0.4,-0.7,-1.1,0.4,-0.4,0.4,,
1955,-0.7,-0.4,-0.4,-0.4,-0.4,-0.4,-0.7,0,0.7,0.4,-0.4,0.4,0,,
