Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual,HALF1,HALF2
1956,0,0.4,0.7,1.1,1.1,1.8,3.2,2.5,2.2,2.9,3.2,3.2,1.8,,
1957,3.6,3.6,3.2,3.2,3.6,3.2,2.1,2.8,2.8,2.1,2.4,2.4,2.8,,
1958,2.8,2.4,2.8,2.4,1.7,1.4,1,0.7,0.7,0.7,0,0,1.4,,
1959,-0.3,-0.3,-1,-0.7,-0.7,-0.7,0,0,0.7,1.4,0.7,0.7,0,,
1960,0,0.3,0.7,0.7,0.7,1.4,1.4,1.4,0.7,0.3,1,1.4,1,,
1961,2.4,2,1.7,1,1,0.7,-0.3,0.3,-0.3,0,-0.3,-1.3,0.3,,
1962,-1.3,-0.3,0,0.3,0.3,-0.3,0,0,1.3,1,1,1.7,0.3,,
1963,1.4,0.3,0.3,0,0.3,1.7,2,2.3,0.3,0.7,1.3,1,1,,
1964,1.3,0.7,1,1.7,0.7,0,0.3,-0.3,1.3,1.3,0.7,1.3,0.7,,
1965,1,1.3,1.3,1.6,3,3.3,2.6,2.6,2.3,2.6,2.9,2.9,2.6,,
1966,3.3,4.2,4.6,4.5,4.2,4.2,4.2,4.8,4.8,4.8,4.8,5.1,4.2,,
1967,4.7,4.1,4.4,3.7,3.4,3.1,3.4,2.7,2.7,2.4,3,2.7,3.4,,
1968,2.7,3.3,3.3,3.6,3.9,4.5,4.5,4.7,5.3,5.3,5.3,5.3,4.5,,
1969,5.6,5.2,5.8,6.1,6.3,6.3,6.3,6.5,5.9,6.2,6.1,6.7,6,,
1970,6.7,7.2,6.6,6.5,6.8,6.2,6.1,5.3,5.9,6.1,6.1,5,6.2,,
1971,5.5,4.4,3.6,3.1,3,3.5,3.3,4.3,3.8,3,3,3.5,3.5,,
1972,3.2,4,4.2,4.2,3.7,3.4,3.9,3.4,3.6,3.6,3.4,3.8,3.9,,
1973,3.3,3.8,4.8,5.7,6.4,6.1,5.6,7.7,7.9,8.4,9.1,9,6.4,,
1974,10.2,11,10.4,9.9,9.8,10.9,11.8,10.4,11,11.4,11.5,11.5,10.8,,
1975,9.9,8.9,8.4,8.6,7.9,7.6,7.6,6.9,6.8,6.2,5.6,5.5,7.6,,
1976,6.5,5.9,5.5,5.5,5.8,5.2,5.2,5.2,5.1,5.1,5.3,5.1,5.4,,
1977,5,5.6,6.8,7.5,7.1,7.8,7.9,7.5,6.8,6.8,7.1,6.5,6.9,,
1978,6.3,5.9,6.6,6.3,7.3,7.4,6.7,7.3,8.1,9.7,9.5,9.7,7.6,,
1979,10.9,12.5,12.3,12,11.3,10.9,12.7,13.5,13.2,13,14.4,15.4,12.7,,
1980,15.7,15.2,14.7,16.5,16.1,19.2,15.7,14.7,15.9,16.4,15.2,15.5,15.9,,
1981,13.2,12.4,10.4,9.7,10.8,9.3,11.5,11.2,9.5,6.5,5,3.2,9.3,,
1982,4.7,2.9,3.8,4.1,3.9,3.1,3.4,3.2,3.8,4.9,5.8,5.1,4.1,,
1983,4.1,5.1,5.1,4,3.1,2.6,2,2,1.5,1,1.3,2.6,2.9,,
1984,3,3.8,4,3.6,3.6,3.2,3.1,3.1,4.1,4.6,3,3,3.4,,
1985,3.2,3.4,3.7,3.3,3.4,3.5,3.4,3.3,2.9,2.6,4.6,4.5,3.5,3.4,3.6
1986,3.9,2.9,1.5,1,1.8,1.3,0.1,1.6,0.2,1.4,0.6,0.5,1.4,2.1,0.7
1987,,1.5,,3.6,,2.9,,3.2,,4.6,,3.1,3.1,2.4,3.9
1988,,3.2,,2.9,,3.9,,4.8,,3.9,,5.1,3.9,3.3,4.5
1989,,5.6,,6.4,,5.8,,3.9,,5.1,,5.2,5.3,5.9,4.7
1990,,5,,4.3,,4.6,,5.9,,5.8,,5.5,5.2,4.6,5.7
1991,,4.8,,3.8,,4.5,,2.9,,2.1,,2.1,3.5,4.5,2.6
1992,,2,,2.7,,1.5,,2,,2.2,,2.3,2.1,2.1,2.1
1993,,2.5,,2.5,,2.7,,3,,3.2,,2.3,2.7,2.5,2.9
1994,,2.5,,2.8,,4.1,,3.9,,2.7,,3.8,3.2,3,3.4
1995,,4,,3.9,,2.4,,2.4,,2.8,,3.3,3.2,3.6,2.8
1996,,2.7,,2.8,,2.4,,2.6,,2.7,,2.7,2.6,2.7,2.6
1997,,2.7,,2.4,,2,,2.8,,2.7,,1.8,2.5,2.4,2.4
1998,,2,,2,,2.8,,2.3,,2,,2.6,2.2,2.2,2.3
1999,,1.7,,3.1,,2.8,,2.3,,3,,2.7,2.6,2.5,2.7
2000,,3.8,,2.6,,4.3,,3.6,,3.6,,3.7,3.6,3.4,3.7
2001,,3.5,,3.7,,2.9,,2.9,,1.7,,1,2.7,3.4,2
2002,,1.7,,2.6,,1.8,,3.3,,3.2,,3.6,2.6,2,3.3
2003,,3.5,,1.8,,2.1,,1.5,,1.6,,0.9,2,2.6,1.4
2004,,0.5,,1.4,,1.6,,1.7,,2.3,,2.2,1.6,1.1,2
2005,,2.4,,2.8,,2,,2.9,,4,,3.8,2.9,2.4,3.4
2006,,3.7,,3.9,,3.8,,3.3,,0.8,,2.1,3,3.8,2.2
2007,,1.7,,1.6,,2.4,,0.5,,2.6,,1.9,1.8,1.9,1.8
2008,,2.2,,2.4,,3,,4.9,,1.7,,-1.1,2.3,2.4,2.2
2009,,-0.2,,-1.4,,-1.5,,-2.3,,-0.1,,3,-0.6,-1,-0.2
2010,,0.7,,1.4,,0.2,,0.4,,0.4,,1.2,0.8,1,0.6
2011,,1.7,,3.1,,4.2,,4.1,,3.5,,3.5,3.3,2.8,3.7
2012,,3.9,,2.1,,0.4,,1.5,,2.4,,1.4,2,2.4,1.7
2013,,1.9,,1.3,,3.3,,1.3,,0.7,,0.8,1.6,2,1.2
2014,,0.7,,2,,1.3,,1,,1,,-0.1,1,1.3,0.8
2015,,-1.8,,-1.9,,-2.4,,-0.9,,-0.7,,-0.1,-1.4,-2,-0.7
2016,,0.9,,1.1,,2.3,,1.7,,1.7,,2.4,1.6,1.3,1.8
2017,,3,,2.3,,1.1,,1.3,,2,,2.7,2.1,2.3,1.9
2018,,2.1,,2.3,,3.6,,2.8,,1.9,,1.2,2.4,2.5,2.2
2019,,1.2,,1,,0.1,,1.4,,2.4,,2.5,1.3,0.8,1.8
2020,,2.6,,-0.8,,0.5,,1.8,,0.5,,0.7,1,1.1,0.9
2021,,0.8,,5.4,,5.4,,3.9,,5.5,,7,4.3,3.1,5.4
2022,,7.5,,8.3,,9.7,,8.6,,8.5,,6.2,8.2,8.4,8
2023,,7,,6.6,,4.7,,5.9,,3.4,,4.5,5.8,6.4,5.3
2024,,2.8,,3.5,,3.4,,3.5,,3.3,,2.8,3,3.4,2.7
2025,,3.3,,1.4,,,,,,,,,,,
