Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual,HALF1,HALF2
1918,,,,,,,,,,,,16,,,
1919,,,,,,,,,,,,15.1,13.5,,
1920,,,,,,24.4,,,,,,3.4,16.3,,
1921,,,,,,,,,,,,-9.9,-10.2,,
1922,,,,,,,,,-6.1,,,-3.1,-5.4,,
1923,,,0,,,-0.6,,,2.6,,,1.3,0.6,,
1924,,,0.6,,,-0.6,,,-2.5,,,-1.9,-0.6,,
1925,,,,,,0.6,,,,,,3.8,0.6,,
1926,,,,,,3.2,,,,,,-1.8,1.3,,
1927,,,,,,-1.8,,,,,,-2.5,-2.5,,
1928,,,,,,-2.5,,,,,,-0.6,-1.3,,
1929,,,,,,-0.6,,,,,,1.3,0.6,,
1930,,,,,,0,,,,,,-5.1,-1.9,,
1931,,,,,,-8.4,,,,,,-8.1,-7.2,,
1932,,,,,,-9.2,,,,,,-9.5,-9.2,,
1933,,,,,,-7.8,,,,,,0,-5.4,,
1934,,,,,,5.9,,,,,,,3.3,,
1935,,,,,,,,,,,,,3.2,,
1936,,,,,,,1.6,,,,,,1.5,,
1937,,,,,,,,,3.7,,,3,4.5,,
1938,,,0,,,0,,,-2.2,,,-2.2,-1.4,,
1939,,,-1.5,,,-2.2,,,0,,,0.7,-0.7,,
1940,,,0.7,,,0.7,,,-0.7,,,0.7,0,,
1941,,,1.5,,,5.2,,,8.1,9.6,8.8,8,5.2,,
1942,10.3,10.2,11.7,12.4,11.5,9.2,9.1,8.3,7.5,6.8,7.4,8.1,9.2,,
1943,6,6,5.9,5.2,5.2,5.2,3.8,3.8,3.2,3.2,2.5,2.5,4.5,,
1944,1.9,1.3,0.6,0.6,0.6,0.6,1.9,1.9,1.9,1.2,1.2,0.6,1.2,,
1945,1.9,1.9,1.2,1.2,1.2,1.8,1.2,1.2,1.8,1.8,2.4,2.4,1.8,,
1946,2.4,2.4,2.4,3,3,3.6,10.8,12,13.7,16.7,18.3,18.9,9,,
1947,17.8,18.3,20.1,19.4,18.7,18.5,,,14.1,,,10.9,15.4,,
1948,,,10.8,,,12.2,,,6.9,,,2.7,9,,
1949,,,1.3,,,-1.3,,,-2.6,,,-1.7,-0.9,,
1950,,,-1.8,,,0,,,1.8,,,5.8,0.9,,
1951,,,9.4,,,8.4,,,6.1,,,5.5,7.4,,
1952,,,2.9,,,3.7,,,4.1,,,1.2,3.3,,
1953,,,,,,,,,,,,,1.2,,
1954,2,,,1.2,,,1.2,,,0,,,0.8,,
1955,0,,,0.8,,,0.4,,,-0.4,,,0,,
1956,-0.4,,,-1.2,,,0,,,1.2,,,0.4,,
1957,2.7,,,3.5,,,3.4,,,3.8,,,3.5,,
1958,3,,,3.4,,,2.6,,,1.8,,,2.6,,
1959,1.8,,,0.7,,,0.4,,,1.8,,,1.1,,
1960,0.7,,,1.8,,,1.8,,,1.4,,,1.4,,
1961,1.4,,,1.4,,,1.4,,,0.7,,,1.1,,
1962,0.7,,,1.4,,,1,,,1.4,,,1.4,,
1963,1.7,,,0.7,,,2.1,,,1.4,,,1.4,,
1964,1.4,,,1,,,0.3,,,1,,,1,,
1965,1,,,1.4,,,1.3,,,1.3,,,1.3,,
1966,1.7,,,2.7,,,2,,,3,,,2.3,,
1967,2.6,,,2,,,3.3,,,4.5,,,3.2,,
1968,5.1,,,5.8,,,5.4,,,3.1,,,4.7,,
1969,3.1,,,3.6,,,5.1,,,6.9,,,5.1,,
1970,8.3,,,8.2,,,6.8,,,5.9,,,6.9,,
1971,4.7,,,3.2,,,3.5,,,3.7,,,3.5,,
1972,3.1,,,3.1,,,2.8,,,3.1,,,3.1,,
1973,3.3,,,5.3,,,6.3,,,7.2,,,6,,
1974,9.6,,,11.1,,,11.6,,,12.9,,,11.6,,
1975,11.4,,,8,,,8.9,,,7.1,,,8.5,,
1976,7,,,7.6,,,6,,,5.1,,,6.3,,
1977,5.3,,,6.5,,,7.5,,,7.8,,,7,,
1978,8.4,,,8.4,,,,,,10.3,,,9.1,,
1979,,,,10.8,,11.9,,11.9,,12.2,,12.2,11.5,,
1980,,12.3,,13.1,,10.9,,10.2,,10.5,,10.6,11.4,,
1981,,9.5,,9.1,,12.1,,14.6,,14.1,,15.4,12.3,,
1982,,17.5,,13.2,,10.1,,9.5,,5.5,,2.4,9.9,,
1983,,-0.1,,2.6,,2.8,,0.7,,3,,3.7,2.2,,
1984,,4.5,,4.1,,3.6,,2.8,,3.6,,3.3,3.6,,
1985,,3.3,,3.6,,3.9,,4.3,,3.8,,3.8,3.8,3.6,4
1986,,2.9,,1.4,,1.7,,0.5,,0.1,,0.6,1.3,2.2,0.4
1987,,,,,,,,,,,,,3,1.6,4.3
1988,,,,,,,,,,,,,5,5.3,4.8
1989,,,,,,,,,,,,,4.1,4,4.4
1990,,,,,,,,,,,,,4.1,4.3,3.8
1991,,,,,,,,,,,,,2.7,3.1,2.3
1992,,,,,,,,,,,,,3.5,3.2,3.8
1993,,,,,,,,,,,,,3.1,3.7,2.6
1994,,,,,,,,,,,,,3.2,2.9,3.4
1995,,,,,,,,,,,,,2.4,2.5,2.3
1996,,,,,,,,,,,,,3.3,3.3,3.4
1997,,,,,,,,,,,,,2.3,2.7,1.9
1998,,,,,,,,,,,,,1.9,1.5,2.2
