Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual,HALF1,HALF2
1915,,,,,,,,,,,,0,,,
1916,,,,,,,,,,,,14.7,7.4,,
1917,,,,,,,,,,,,21.1,22.8,,
1918,,,,,,,,,,,,20.5,16.9,,
1919,,,,,,,,,,,,16.4,16.6,,
1920,,,,,,20.1,,,,,,2.2,13.6,,
1921,,,,,,,,,,,,-13.2,-11.5,,
1922,,,,,,,,,-5.4,,,-3,-6.5,,
1923,,,-1.3,,,0.6,,,1.9,,,1.3,0,,
1924,,,1.3,,,-1.9,,,-1.3,,,-0.6,-0.6,,
1925,,,,,,3.2,,,,,,2.5,2.5,,
1926,,,,,,-0.6,,,,,,-2.4,-1.2,,
1927,,,,,,-1.9,,,,,,-1.3,-1.9,,
1928,,,,,,-1.3,,,,,,-1.3,-0.6,,
1929,,,,,,0.6,,,,,,1.3,0.6,,
1930,,,,,,-1.3,,,,,,-7,-2.5,,
1931,,,,,,-10.4,,,,,,-8.8,-9.2,,
1932,,,,,,-10.9,,,,,,-12.7,-11.5,,
1933,,,,,,-5.7,,,,,,3.4,-4.1,,
1934,,,,,,5.2,,,,,,,4.2,,
1935,,,,,,,,,,,,,3.3,,
1936,,,,,,,2.4,,,,,,0.8,,
1937,,,,,,,,,3.8,,,3.8,3.9,,
1938,,,0,,,-0.8,,,-1.5,,,-1.5,0,,
1939,,,-1.5,,,-0.8,,,0,,,-0.8,-0.8,,
1940,,,0.8,,,0.8,,,-0.8,,,0.8,0,,
1941,,,0.8,,,3,,,6.8,8.3,9,9.8,4.5,,
1942,10.5,12,13.5,11.9,12.6,11,11.7,11.6,9.9,7.6,6.9,6.8,10.1,,
1943,6.8,6,7.3,7.3,7.2,6.6,4.6,3.2,3.9,3.9,3.9,3.2,5.3,,
1944,2.5,1.9,-1.2,-0.6,-0.6,0.6,1.9,2.5,1.2,1.2,0.6,1.2,1.3,,
1945,1.9,1.2,1.9,1.9,1.9,2.5,2.5,2.5,2.5,1.8,2.5,2.5,2.5,,
1946,1.2,1.8,2.5,2.4,1.8,3,7.2,10.2,12,13.9,18.7,19.8,7.8,,
1947,21.7,21.7,23.4,23.8,23.2,21.1,16.2,14.1,13.9,13.8,10.7,11,17.3,,
1948,10.9,10.9,8.7,8.2,8.7,9.7,10.1,10,8.5,7,5,3.2,8.1,,
1949,1.8,0.4,0.4,0.4,0,-0.9,-1.7,-2.2,-1.7,-0.9,0.4,0.4,0,,
1950,0.4,1.8,2.2,1.3,1.8,2.2,3.1,4.4,4.8,4.4,3.9,5.7,3.1,,
1951,8.3,9.2,9.1,10,10,9.1,8.6,6.8,6.3,6.7,6.7,5.3,7.7,,
1952,2.8,1.6,1.2,0.8,0.8,1.2,1.2,1.6,0.8,1.2,0.8,0.8,1.2,,
1953,,1.2,,,1.6,,,0.8,,,0.8,,1.2,,
1954,,0.8,,,0,,,0,,,-0.4,,0,,
1955,,-1.2,,,-1.2,,,-1.2,,,0,,-0.4,,
1956,,0.8,,,1.2,,,2.4,,,2.7,,1.6,,
1957,,3.5,,,3.9,,,3.4,,,2.3,,3.1,,
1958,,1.5,,,2.2,,,1.5,,,1.5,,1.5,,
1959,,1.1,,,0,,,0.7,,,0.7,,1.1,,
1960,,1.5,,,1.1,,,1.1,,,1.1,,0.7,,
1961,,-0.4,,,0.7,,,0,,,1.1,,0.7,,
1962,,2.9,,,2.2,,,2.2,,,0.7,,1.8,,
1963,,0.4,,,0,,,1.4,,,2.1,,1.1,,
1964,,2.1,,,2.1,,,1,,,0.3,,1.4,,
1965,,0.3,,,,,,,,,,,1.4,,
1966,,,,2.7,,,2.7,,,2.7,,,2.7,,
1967,2.7,,,2.6,,,2.3,,,2.9,,,2.6,,
1968,3.2,,,3.5,,,4.5,,,4.8,,,4.2,,
1969,5.7,,,6.5,,,6.5,,,7.3,,,6.5,,
1970,6.3,,,5.8,,,5.2,,,4,,,5.2,,
1971,4.2,,,3,,,3.8,,,3.8,,,3.6,,
1972,3.2,,,4.3,,,3.2,,,3.1,,,3.4,,
1973,3.4,,,4.6,,,5.1,,,7.9,,,5.6,,
1974,9.3,,,9.6,,,12.4,,,13.2,,,11.9,,
1975,14.5,,,12.8,,,12.4,,,9.4,,,11.5,,
1976,8,,,8,,,6.6,,,7.8,,,7.6,,
1977,6.5,,,8.3,,,8.2,,,6,,,7.2,,
1978,7.2,,,7.7,,,,,,11.5,,,9.4,,
1979,,,,12.3,,13.4,,13.8,,13.6,,13.1,13.3,,
1980,,14.2,,14.3,,13.2,,11.6,,11.6,,10.6,12.5,,
1981,,10,,9.8,,9.9,,9.8,,10.1,,10.2,10,,
1982,,8,,6.5,,7.2,,8.1,,5.9,,5.1,6.9,,
1983,,4.3,,3.8,,2.3,,1.7,,2.1,,0.8,2.8,,
1984,,2,,2.8,,2.8,,2.5,,3.2,,3.9,2.7,,
1985,,3.1,,3,,2.2,,1.8,,1,,1.1,2.1,2.9,1.4
1986,,1.1,,-1.5,,-1.3,,-1.5,,-1.1,,-1.7,-1,-0.4,-1.4
1987,,-0.7,,3.4,,2.5,,3.4,,3.7,,4,2.5,1.3,3.6
1988,,3.4,,1.7,,2.7,,2.8,,2.9,,3.7,2.8,2.7,3
1989,,4.4,,4.6,,4.3,,3.7,,4.1,,3.8,4.2,4.3,4
1990,,5.3,,4.5,,4.9,,6.2,,7.2,,6.5,5.7,4.9,6.5
1991,,4.7,,4.4,,4.3,,2.7,,2.7,,3.3,3.7,4.6,2.9
1992,,2.2,,4.2,,3.6,,4.1,,2.7,,1.8,3.2,3.3,3
1993,,3.7,,2.4,,2.7,,2.4,,4.4,,5.6,3.3,2.8,3.9
1994,,4,,3.8,,3.4,,4.7,,2,,1,3.4,3.9,2.7
1995,,1.7,,0.9,,1.8,,0.6,,1.7,,2.2,1.4,1.4,1.5
1996,,1.6,,3.7,,2.1,,1.9,,1.1,,1.9,2.1,2.4,1.6
1997,,2.1,,1.5,,1.4,,1.8,,2.9,,1.4,1.9,1.7,2
1998,,1.1,,0.8,,1.1,,1.4,,0.8,,0.3,1,1,1
1999,,0.3,,1.4,,1.3,,1,,1.8,,2.9,1.3,0.9,1.8
2000,,3.8,,3,,3.9,,3.7,,3.9,,3.9,3.7,3.5,3.8
2001,,4.3,,4.4,,3.6,,2.7,,1.5,,0.6,3,4.1,1.9
2002,,-1.3,,-0.4,,-0.8,,0.9,,2,,1.7,0.3,-0.7,1.3
2003,,4.7,,2.3,,2.7,,2.5,,2.2,,2.7,2.8,3.2,2.4
2004,,2.7,,4.4,,4.2,,3,,3.4,,3.6,3.5,3.6,3.4
2005,,3.6,,3.1,,2.9,,3.8,,4.3,,4.2,3.6,3.3,4
2006,,2.3,,3.5,,4.7,,4,,0.7,,1.1,2.8,3.4,2.3
2007,,1.5,,1.6,,1.2,,0.7,,2.5,,3.9,1.8,1.4,2.1
2008,,3.5,,2.5,,4.9,,4.9,,3.4,,-0.2,3.3,3.6,3.1
2009,,0.2,,0.5,,-0.6,,-0.5,,0.2,,2.7,0.3,0.1,0.5
2010,,2.4,,2.3,,1.3,,1.8,,1.8,,1.9,1.9,2.1,1.8
2011,,2.5,,3.9,,3.4,,3.7,,3.2,,3.1,3.3,3.1,3.4
2012,,3.6,,2.2,,1.7,,0.7,,1.4,,1,1.9,2.6,1.1
